Day,Month,Year,Actor,Count
23,12,2016,barack obama,1449
24,8,2016,narendra modi,1449
27,1,2016,peter santilli,1448
26,3,2015,brice robin,1448
10,6,2016,barack obama,1447
12,7,2016,barack obama,1447
24,3,2017,sean spicer,1447
28,12,2016,carrie fisher,1447
20,5,2015,barack obama,1447
6,6,2016,los angeles,1446
11,4,2017,barack obama,1446
18,1,2017,scott pruitt,1446
16,3,2016,marco rubio,1446
3,10,2017,melania trump,1446
9,12,2016,scott pruitt,1446
3,1,2016,mohammed al-nimr,1446
20,11,2017,diana ross,1446
23,6,2015,matt bevin,1446
21,11,2017,barack obama,1446
5,10,2015,william holbrook,1445
31,3,2017,hillary clinton,1445
13,6,2016,buddy dyer,1445
29,4,2015,sushil koirala,1445
17,10,2015,los angeles,1445
10,4,2017,karl stefanovic,1444
15,9,2016,hillary clinton,1444
23,1,2017,jenny bullard,1444
29,6,2016,hillary clinton,1443
10,1,2017,los angeles,1443
6,1,2017,los angeles,1442
4,9,2015,james yates,1442
13,11,2015,barack obama,1441
3,4,2017,francine gotch,1441
31,5,2016,barack obama,1440
20,12,2016,mevlut mert altintas,1440
15,6,2016,barack obama,1439
20,11,2016,barack obama,1437
1,5,2017,rodrigo duterte,1437
30,10,2016,donald trump,1437
17,8,2016,eric sherwin,1437
3,10,2016,juan manuel santos,1437
9,11,2016,prince harry,1436
15,2,2017,hillary clinton,1436
6,7,2017,angela merkel,1435
29,6,2016,justin trudeau,1434
28,12,2015,cindy barkley,1434
19,5,2017,zac efron,1434
14,7,2015,sharon bowman,1434
7,9,2017,seth borenstein,1433
27,8,2016,barack obama,1433
16,9,2016,barack obama,1433
19,5,2017,alexandra daddario,1431
5,9,2016,donald trump,1431
22,5,2015,santa barbara,1430
24,5,2015,thomas hudson,1430
17,7,2015,barack obama,1429
21,7,2015,jerry brown,1429
9,9,2016,john kerry,1429
7,7,2016,hillary clinton,1428
21,5,2016,donald trump,1426
1,9,2017,ryan sitton,1426
8,7,2017,theresa may,1426
31,12,2015,barack obama,1425
2,5,2015,ram sharan mahat,1424
29,7,2016,bill clinton,1423
13,12,2016,hillary clinton,1422
28,8,2017,patrick burke,1422
23,3,2017,barack obama,1421
22,4,2015,barack obama,1421
15,3,2017,scott pruitt,1421
28,8,2016,donald trump,1420
27,6,2015,richard matt,1419
28,4,2017,rex tillerson,1419
8,3,2017,barack obama,1419
27,4,2016,barack obama,1419
3,1,2016,nimr al-nimr,1419
26,7,2016,debbie wasserman schultz,1418
17,6,2015,lorcan miller,1418
17,6,2015,ashley donohoe,1418
15,8,2016,hillary clinton,1417
17,6,2015,eoghan culligan,1417
29,6,2016,josh earnest,1416
21,7,2016,barack obama,1416
17,6,2015,eimear walsh,1416
14,3,2017,charlie baker,1416
4,9,2015,joe davis,1416
5,12,2016,wes clark jr,1415
8,4,2016,hillary clinton,1415
29,6,2016,charles michel,1414
24,4,2016,bertrand piccard,1414
22,8,2017,john mccain,1414
10,9,2016,hillary clinton,1413
23,9,2016,barack obama,1412
29,2,2016,joe biden,1412
6,1,2016,cliven bundy,1412
15,10,2017,dianne feinstein,1412
31,3,2016,barack obama,1412
13,2,2017,faith hill,1412
26,11,2015,vladimir putin,1411
3,3,2017,jared kushner,1411
26,5,2016,hillary clinton,1411
17,2,2017,john kelly,1410
31,5,2016,hillary clinton,1410
28,12,2015,chris havey,1410
8,7,2015,hillary clinton,1410
20,6,2016,anton yelchin,1409
20,1,2017,jennifer holliday,1409
6,4,2016,barack obama,1408
13,12,2015,laurent fabius,1408
12,1,2017,los angeles,1407
2,5,2016,los angeles,1407
9,5,2017,barack obama,1407
13,1,2016,marco rubio,1407
15,1,2017,barack obama,1406
29,8,2015,roosevelt skerrit,1405
26,8,2017,steve sims,1405
14,2,2017,reince priebus,1405
30,11,2016,dolly parton,1404
29,6,2016,hevin zini,1403
6,5,2017,loretta lynn,1403
3,12,2015,vladimir putin,1403
3,1,2016,ali khamenei,1403
10,3,2017,barack obama,1403
24,1,2017,mel gibson,1403
16,7,2016,tayyip erdogan,1402
13,11,2017,hassan rouhani,1402
25,2,2015,janet yellen,1402
1,9,2016,hillary clinton,1401
9,11,2016,lisa lerer,1401
17,9,2016,barack obama,1401
30,4,2015,pemba tamang,1401
12,2,2016,los angeles,1400
25,9,2017,angela merkel,1400
30,10,2016,fabrizio curcio,1400
24,7,2017,thomas homan,1400
4,5,2016,justin trudeau,1400
22,5,2015,los angeles,1398
14,2,2016,justice john roberts,1398
7,10,2016,pat mccrory,1398
9,10,2017,barack obama,1397
8,2,2017,martin luther king jr,1396
9,3,2015,bertrand piccard,1396
22,9,2016,barack obama,1396
24,1,2017,octavia spencer,1396
4,9,2017,paul ryan,1395
7,6,2016,narendra modi,1395
15,12,2015,los angeles,1395
15,4,2016,yoshihide suga,1395
28,2,2017,sean spicer,1395
17,6,2015,niccolai schuster,1395
14,12,2015,barack obama,1395
7,12,2016,barack obama,1394
11,12,2015,john kerry,1394
29,9,2017,el capitan,1393
13,10,2017,barack obama,1392
1,4,2017,juan manuel santos,1392
24,7,2017,charles hood,1391
9,11,2016,john mccain,1391
26,6,2016,los angeles,1391
24,6,2016,jean-claude juncker,1391
7,7,2017,ryan reynolds,1391
2,3,2016,bernie sanders,1390
6,11,2016,charles carver,1390
20,11,2017,tracee ellis ross,1390
16,11,2016,philando castile,1389
15,6,2017,theresa may,1389
7,7,2017,karl stefanovic,1389
8,9,2017,annick girardin,1388
7,2,2017,james robart,1388
17,1,2016,saeed abedini,1388
12,10,2017,barack obama,1387
15,10,2016,barack obama,1387
16,10,2016,hillary clinton,1387
25,5,2015,greg abbott,1387
26,10,2015,abdullah abdullah,1386
10,10,2017,jeff okrepkie,1386
4,6,2017,ariana grande,1386
19,8,2016,paul manafort,1385
4,9,2017,sylvester turner,1385
23,9,2016,hillary clinton,1385
21,9,2015,pope francis,1385
2,6,2017,paolo gentiloni,1385
2,12,2015,tayyip erdogan,1385
8,7,2015,ross mirkarimi,1385
7,4,2017,alexei pushkov,1384
9,10,2016,hillary clinton,1384
17,2,2016,hillary clinton,1384
14,10,2015,jim webb,1383
22,6,2016,janet yellen,1383
14,2,2017,jerry brown,1383
24,4,2017,marine le pen,1383
27,5,2016,hillary clinton,1382
18,8,2016,barack obama,1382
1,4,2015,gordon getty,1381
8,5,2016,rachel notley,1380
7,7,2017,callan smith,1380
24,1,2017,nicole kidman,1380
20,1,2017,kellyanne conway,1379
28,8,2016,hillary clinton,1379
5,1,2016,sheikh nimr al-nimr,1379
26,1,2017,george w bush,1378
28,9,2015,lujendra ojha,1378
27,8,2017,ed emmett,1378
9,11,2016,catherine lucey,1378
24,1,2017,viggo mortensen,1378
24,1,2017,rex tillerson,1378
14,10,2016,mike pence,1378
11,11,2015,barack obama,1377
17,1,2016,mohammad javad zarif,1377
27,11,2016,fidel castro,1376
11,4,2017,bashar assad,1375
22,10,2016,barack obama,1375
21,4,2015,paul kruse,1375
18,1,2016,hillary clinton,1374
9,6,2015,barack obama,1374
5,12,2016,loretta lynch,1373
9,2,2016,hillary clinton,1373
7,4,2017,alaa alyousef,1372
25,11,2015,barack obama,1372
24,6,2016,geert wilders,1372
29,8,2017,lloyd ziel,1371
3,1,2016,dwight hammond,1371
25,7,2015,heath taylor,1371
20,9,2016,brad pitt,1371
8,4,2015,los angeles,1371
11,9,2017,bryan koon,1370
7,12,2015,syed farook,1370
2,6,2017,donald tusk,1370
13,9,2016,donald trump,1370
20,9,2017,kenneth mapp,1370
14,2,2017,matthew daly,1370
24,1,2016,barack obama,1370
31,7,2016,donald trump,1369
6,1,2017,carrie fisher,1369
11,2,2017,barack obama,1369
25,1,2017,george w bush,1369
17,6,2015,olivia burke,1369
11,10,2016,pat mccrory,1369
24,8,2016,fabrizio curcio,1369
4,9,2017,los angeles,1368
10,12,2015,barack obama,1368
13,6,2016,donald trump,1368
27,12,2015,joe harn,1367
10,5,2016,rachel notley,1367
30,4,2015,sushil koirala,1367
9,11,2016,angel salazar,1366
14,11,2017,hassan rouhani,1366
30,8,2017,steve perez,1366
9,7,2015,barack obama,1365
27,1,2016,robert lavoy finicum,1365
9,9,2017,brian mcnoldy,1364
2,3,2017,sarah isgur flores,1364
23,10,2016,hillary clinton,1364
8,5,2015,jim murphy,1363
26,8,2017,kevin carruth,1363
14,7,2015,yukiya amano,1363
9,11,2016,narendra modi,1363
27,5,2016,janet yellen,1361
3,1,2017,jerry bordelon,1361
18,12,2015,paul ryan,1361
9,11,2016,doug ratliff,1361
15,11,2016,john key,1361
26,10,2015,nawaz sharif,1360
20,11,2017,christina aguilera,1360
24,6,2016,jo cox,1360
25,5,2015,forrest mitchell,1359
23,5,2015,santa barbara,1359
3,6,2016,barack obama,1358
6,4,2015,barack obama,1358
19,5,2015,barack obama,1358
23,12,2015,los angeles,1358
30,3,2017,alec baldwin,1358
28,8,2017,robert herbert,1357
2,3,2017,chuck schumer,1356
15,4,2015,barack obama,1356
5,12,2016,steven perry,1355
8,7,2015,pope francis,1355
16,1,2016,barack obama,1354
1,9,2015,david moore,1354
27,5,2015,annise parker,1354
15,9,2015,kevin barlow,1354
5,1,2016,dwight hammond,1354
18,1,2017,ralph consalves,1353
18,1,2017,keith mitchell,1353
18,1,2017,vladimir debabov,1353
15,9,2017,pacific ocean,1353
31,8,2017,sylvester turner,1353
6,3,2015,barack obama,1352
12,2,2016,cliven bundy,1352
13,2,2017,mike pence,1352
23,9,2017,ricardo rossello,1351
25,6,2016,hillary clinton,1351
3,9,2016,donald trump,1351
8,12,2016,pidie jaya,1351
8,10,2017,lee smithson,1350
14,5,2015,johnny depp,1350
22,11,2017,joe sullivan,1350
9,2,2016,bernie sanders,1349
1,4,2016,hillary clinton,1349
14,9,2015,david bunning,1348
4,1,2016,sheikh nimr al-nimr,1348
17,9,2015,jeb bush,1348
14,2,2016,eugene scalia,1348
23,9,2015,malcolm turnbull,1347
19,9,2016,barack obama,1347
13,2,2017,james hetfield,1347
9,1,2017,brian sandoval,1346
27,5,2017,gary cohn,1346
16,6,2016,nick wiley,1346
30,7,2016,donald trump,1346
1,3,2017,los angeles,1345
7,4,2017,konstantin kosachev,1344
13,9,2017,heather carruthers,1344
15,12,2015,barack obama,1344
24,6,2017,georgia gould,1344
8,7,2015,jared huffman,1344
1,12,2015,vladimir putin,1344
21,9,2016,john kerry,1343
14,10,2016,michelle obama,1343
27,10,2016,shailene woodley,1342
18,6,2015,john schellnhuber,1342
3,1,2017,barack obama,1342
28,5,2015,kim jackson,1342
21,8,2017,ahmad kamarulzaman ahmad badaruddin,1342
1,9,2015,david ermold,1342
25,2,2017,kim jong nam,1342
15,12,2016,vladimir putin,1342
19,11,2016,hillary clinton,1342
1,8,2015,david ruhl,1341
5,6,2016,donald trump,1341
8,7,2015,juan francisco lopez sanchez,1341
17,6,2016,santa barbara,1341
22,1,2017,vladimir putin,1341
13,2,2017,kim zagaris,1341
28,8,2015,george w bush,1340
23,7,2015,barack obama,1339
6,5,2015,jerry brown,1338
28,9,2017,hugh hefner,1337
28,5,2016,john brieden,1337
6,7,2017,barack obama,1337
19,2,2017,los angeles,1336
27,3,2017,barack obama,1336
26,1,2017,hillary clinton,1336
26,10,2016,barack obama,1336
2,6,2017,hillary clinton,1336
31,5,2017,scott pruitt,1336
25,10,2016,barack obama,1336
3,4,2017,ginny higgins,1335
14,10,2015,lincoln chafee,1334
11,4,2015,barack obama,1334
30,7,2017,donald trump,1334
29,8,2016,donald trump,1334
9,12,2015,barack obama,1334
8,2,2016,barack obama,1333
9,9,2017,pena nieto,1333
23,10,2017,barack obama,1333
7,4,2017,danny danon,1332
8,7,2016,valerie castile,1332
11,5,2015,chuck allen,1331
10,9,2017,jamie rhome,1331
9,7,2017,santa maria,1331
21,9,2016,hillary clinton,1330
4,8,2015,jeb bush,1330
14,7,2015,jeffrey lustick,1329
27,1,2017,hillary clinton,1329
24,4,2016,hillary clinton,1328
14,3,2015,chloe morrison,1327
9,2,2017,martin luther king jr,1327
28,8,2017,louis uccellini,1327
18,4,2016,dilma rousseff,1326
18,8,2017,liz hurley,1326
28,8,2016,barack obama,1326
29,3,2017,craig erlam,1326
15,5,2017,bill clinton,1326
23,5,2015,leo varadkar,1326
12,7,2016,bernie sanders,1325
12,12,2016,los angeles,1325
17,6,2015,john nielsen-gammon,1325
9,9,2015,mike huckabee,1325
14,6,2017,stuart cundy,1325
30,7,2016,barack obama,1324
25,1,2017,hillary clinton,1323
30,11,2015,malcolm turnbull,1322
25,5,2015,miranda hahs,1322
14,2,2016,ted cruz,1322
7,11,2016,jeremy frazier,1321
22,2,2016,barack obama,1321
14,6,2016,hillary clinton,1321
1,2,2016,bernie sanders,1321
10,2,2016,hillary clinton,1321
1,11,2016,robert bentley,1320
16,12,2016,rex tillerson,1320
11,10,2017,las vegas,1320
10,11,2016,george w bush,1320
26,4,2015,seth borenstein,1319
17,1,2017,martin luther king jr,1319
10,10,2016,mike pence,1319
26,4,2016,hillary clinton,1318
10,4,2015,barack obama,1318
11,9,2017,hillary clinton,1318
16,11,2016,jeronimo yanez,1318
27,12,2015,james brown,1318
16,10,2016,donald trump,1318
6,7,2015,barack obama,1318
9,9,2016,shinzo abe,1318
26,3,2015,carsten spohr,1317
26,11,2016,raul castro,1317
28,7,2016,los angeles,1317
12,4,2017,lisa kudrow,1316
8,10,2015,barack obama,1316
9,11,2016,emily swanson,1316
7,12,2016,tatang sulaiman,1315
20,10,2016,rodrigo duterte,1314
6,6,2016,hillary clinton,1314
25,1,2016,marc magliari,1314
6,5,2016,barack obama,1314
24,12,2016,donald trump,1314
29,6,2016,vasip sahin,1313
13,7,2015,alexis tsipras,1313
28,10,2015,barack obama,1312
14,2,2017,hillary clinton,1312
2,3,2016,ted cruz,1311
17,6,2017,takeshi aikawa,1311
10,4,2017,iggy azalea,1311
17,1,2016,benjamin netanyahu,1311
18,6,2015,cardinal peter turkson,1310
26,4,2015,rameshwar dangal,1310
4,1,2016,dwight hammond,1310
26,12,2015,barbara perkins,1309
6,9,2016,vladimir putin,1309
9,6,2016,hillary clinton,1309
13,9,2017,los angeles,1308
19,6,2017,tom hardy,1308
18,9,2017,rex tillerson,1307
24,8,2016,andrea gentili,1307
7,4,2017,jeff davis,1306
8,3,2017,lady liberty,1306
29,2,2016,george miller,1306
28,7,2015,barack obama,1306
27,8,2015,william dudley,1305
23,6,2015,kevin schultz,1305
29,6,2015,alexis tsipras,1305
7,5,2015,dawna whitcomb,1304
7,3,2016,hillary clinton,1304
28,10,2015,mark stocco,1304
1,4,2017,barack obama,1304
5,12,2015,barack obama,1303
5,12,2015,tashfeen malik,1303
15,8,2017,los angeles,1303
12,5,2017,james comey,1302
7,4,2017,barack obama,1302
21,5,2015,los angeles,1302
14,7,2015,david veatch,1302
22,9,2016,hillary clinton,1302
1,6,2017,narendra modi,1302
27,3,2015,carsten spohr,1301
11,9,2017,king willem-alexander,1301
24,8,2015,barack obama,1301
3,3,2016,hillary clinton,1301
14,8,2017,los angeles,1301
22,2,2017,oceti sakowin,1301
30,8,2017,barack obama,1301
16,11,2015,barack obama,1301
31,8,2017,jeff lindner,1301
24,2,2016,john kasich,1301
25,8,2016,greg goodnight,1301
25,8,2016,sergio pirozzi,1301
24,1,2017,casey affleck,1301
4,9,2015,abdullah kurdi,1301
19,6,2017,charlize theron,1300
17,6,2017,valerie castile,1300
7,5,2016,rachel notley,1300
29,3,2016,janet yellen,1300
24,12,2015,jay reeves,1299
10,3,2015,barack obama,1299
9,7,2017,dave zaniboni,1299
17,5,2017,danny ringer,1298
28,1,2016,cliven bundy,1298
17,3,2016,barack obama,1298
24,12,2015,claudia lauer,1297
21,9,2017,abner gomez,1297
29,10,2015,barack obama,1297
13,4,2017,barack obama,1297
4,9,2015,brian mason,1297
27,4,2015,lila mani poudyal,1296
7,5,2015,john vincent,1296
28,5,2015,michael scotten,1296
17,4,2016,barack obama,1296
17,9,2015,michelle bachelet,1296
6,11,2016,chuck wright,1296
3,9,2017,sylvester turner,1296
30,4,2015,binaj gurubacharya,1296
26,11,2015,barack obama,1295
19,1,2017,george h w bush,1295
27,12,2015,bob horton,1294
28,4,2015,barack obama,1294
15,2,2017,daniel ramirez medina,1293
25,7,2015,amy schumer,1293
24,2,2016,barack obama,1293
16,4,2016,barack obama,1293
15,7,2016,barack obama,1293
7,10,2016,juan manuel santos,1292
28,8,2017,george w bush,1292
14,7,2015,bashar assad,1291
20,7,2017,barack obama,1291
10,3,2017,vladimir putin,1291
11,10,2016,barack obama,1291
11,9,2017,nathan deal,1290
3,1,2017,kris ware,1290
10,9,2017,jennifer kay,1290
29,4,2017,yoshihide suga,1290
27,11,2016,barack obama,1290
24,1,2017,andrew garfield,1290
13,2,2017,chris sununu,1290
26,9,2015,stephen obrien,944
12,12,2015,ben strauss,944
11,5,2017,hillary clinton,944
3,6,2016,jeff braun,944
9,7,2015,chaney adams,944
15,5,2015,johnny depp,944
2,4,2017,barack obama,944
18,8,2017,las ramblas,944
28,6,2016,bernie sanders,944
7,12,2016,achmad taufiq,944
24,2,2016,vann byrd,944
4,8,2015,rick perry,944
6,10,2017,rosario murillo,944
20,4,2016,bernie sanders,943
28,4,2015,sangita shrestha,943
7,6,2015,gruess gott,943
29,11,2016,fidel castro,943
16,9,2015,las vegas,943
22,4,2016,justin trudeau,943
20,9,2016,angelina jolie,943
31,12,2015,ted martin,943
30,11,2016,bill haslam,942
7,1,2016,ammon bundy,942
10,12,2016,pidie jaya,942
24,5,2017,dan scavino,942
30,12,2015,alderman larry arnowitz,942
23,11,2016,james craig,942
2,5,2016,ronald b tobias,942
17,12,2015,janet yellen,942
26,5,2015,dana campbell,942
9,2,2016,marco rubio,942
17,11,2016,los angeles,942
21,2,2017,tim daly,942
1,11,2016,los angeles,941
17,5,2015,daryl williams,941
6,7,2015,pope francis,941
23,2,2017,rex tillerson,941
25,12,2016,donald trump,941
25,1,2016,douglas fink,941
22,4,2016,bertrand piccard,941
4,2,2016,bernie sanders,941
8,5,2016,hillary clinton,941
24,1,2017,bashar assad,941
3,5,2015,birendra shrestha,940
20,9,2017,seth borenstein,940
19,10,2016,los angeles,940
22,4,2016,pacific ocean,940
4,1,2017,hillary clinton,940
23,1,2017,justin juozapavicius,940
1,6,2017,michael biesecker,940
26,10,2015,zahid rafiq,939
13,5,2015,steve warren,939
19,6,2015,pope franci,939
14,9,2015,julia gillard,939
20,9,2017,ben fox,939
25,8,2017,john barton,939
15,9,2015,barbara mcwilliams,939
11,10,2016,jill stein,939
31,10,2017,paul manafort,939
15,7,2015,los angeles,939
31,12,2015,parisian myriam oukik,939
25,4,2016,los angeles,938
14,9,2015,eric risberg,938
5,12,2016,al gore,938
19,5,2017,ali khamenei,938
29,1,2016,ted cruz,938
29,1,2016,barack obama,938
15,9,2015,barack obama,938
26,11,2016,john f kennedy,938
26,12,2016,georgios panayiotou,938
4,10,2016,toussaint laine,937
31,5,2017,gary cohn,937
17,9,2015,hillary clinton,937
2,3,2017,nasr al-hariri,937
10,10,2015,barack obama,937
9,3,2016,bernie sanders,937
31,12,2015,brant walker,937
2,2,2017,malcolm turnbull,936
23,1,2016,superstorm sandy,936
1,9,2015,justice elena kagan,936
29,4,2015,cara anna,936
1,3,2017,carryn owens,936
29,2,2016,margaret sixel,936
13,10,2015,barack obama,936
24,7,2016,jerri masten-hansen,936
4,6,2015,li keqiang,936
31,12,2015,anton charliyan,936
27,4,2015,binaj gurubacharya,935
1,11,2016,jeff hartley,935
5,9,2017,atlantic ocean,935
20,9,2015,daniel berlant,935
15,5,2017,carl tobias,935
14,8,2016,phil bryant,935
4,9,2015,barack obama,935
15,9,2017,shinzo abe,935
23,5,2015,david quinn,935
23,7,2015,ernest moniz,935
17,2,2017,joe manchin,934
3,1,2017,freddie zeigler,934
4,10,2017,barack obama,934
26,4,2015,irina bokova,934
9,5,2016,ali al-naimi,934
26,8,2017,george h w bush,934
8,9,2017,paul ryan,934
27,10,2015,nawaz sharif,934
2,4,2016,hillary clinton,933
19,6,2015,sean murphy,933
2,4,2015,los angeles,933
27,2,2017,mahershala ali,933
16,3,2016,vladimir putin,933
9,10,2016,martha waggoner,933
3,6,2016,lowell neinast,933
2,12,2015,david cameron,933
31,8,2015,sally jewell,933
3,7,2016,elie wiesel,933
28,9,2017,gloria steinem,932
13,9,2017,gary fineout,932
28,4,2017,los angeles,932
8,10,2016,robert tyler,932
22,6,2015,barack obama,932
25,2,2016,timothy williams,932
27,1,2016,jon eric ritzheimer,932
17,1,2016,ted cruz,932
15,5,2016,priscilla salinas,932
1,4,2015,muhammadu buhari,932
9,2,2016,jeb bush,932
17,2,2017,jan brewer,931
1,10,2015,stephen russell,931
31,5,2016,michael budkie,931
19,9,2017,antonio guterres,931
22,5,2015,patrick hodgins,931
30,5,2016,barack obama,931
22,6,2015,pope francis,931
25,2,2016,willy martin,931
9,7,2015,joe neal,931
26,8,2017,john mccain,931
14,2,2016,justice ruth bader ginsburg,931
18,10,2015,alexander pama,931
13,6,2015,barack obama,931
29,12,2016,los angeles,931
13,2,2017,michael jackson,931
30,7,2015,los angeles,931
30,1,2017,justin trudeau,931
17,2,2017,susan collins,930
22,10,2017,sam moore,930
25,6,2017,mohammad baqar,930
24,5,2015,pacific ocean,930
7,7,2016,james derek lovelace,930
18,8,2017,jemma rix,930
24,2,2016,jeremy haight,930
20,7,2017,los angeles,930
23,8,2015,youtube bloggingheads,930
15,3,2017,chris christie,930
7,8,2015,hillary clinton,930
16,5,2017,petula clark,929
24,7,2015,katie domingue,929
3,10,2016,alvaro uribe,929
1,3,2017,jared kutz,929
7,8,2017,los angeles,929
13,1,2016,peter cook,929
9,9,2016,yuriko koike,929
13,1,2017,mary fallin,929
26,9,2015,los angeles,928
21,4,2017,gooding jr,928
11,8,2015,shinzo abe,928
27,9,2017,ricardo rossello,928
9,7,2016,mark dayton,928
14,6,2017,donnie russell rowe,928
22,10,2017,shinzo abe,927
28,9,2017,crystal harris,927
20,7,2015,los angeles angel,927
8,7,2015,wendell gilliard,927
8,7,2015,jay lucas,927
3,1,2016,hassan rouhani,927
31,12,2015,ivan blaz,927
26,8,2016,rodolfo illanes,927
28,4,2017,ronald reagan,926
18,1,2017,el nino,926
9,10,2016,bruce smith,926
18,4,2017,george w bush,926
9,9,2017,william marlin,926
12,12,2016,hillary clinton,926
26,6,2016,ray pruitt,926
20,4,2017,nicolas maduro,926
20,9,2016,jonny lee miller,926
11,5,2016,dilma rousseff,926
5,10,2017,vladimir putin,925
1,9,2017,sarah huckabee sanders,925
14,2,2017,paul ryan,925
14,7,2016,jeronimo yanez,925
4,3,2016,bobby brown,925
16,7,2016,barack obama,925
24,12,2015,michaela remus,925
18,12,2015,los angeles,925
26,7,2016,atlantic ocean,925
31,12,2015,mona arthur,925
27,4,2015,barack obama,924
19,9,2017,los angeles,924
11,6,2015,los angeles,924
14,7,2015,john grunsfeld,924
1,9,2017,sam pena,924
30,10,2016,pope francis,924
10,8,2016,barack obama,924
27,7,2016,joe biden,924
24,6,2016,harry potter,924
21,1,2016,hillary clinton,924
11,3,2016,hillary clinton,923
11,3,2016,ted cruz,923
14,7,2015,sergey lavrov,923
25,8,2017,alex garcia,923
9,9,2017,laura strickling,923
29,2,2016,hillary clinton,923
5,3,2017,patty collins,923
30,10,2016,matteo renzi,923
22,4,2017,barack obama,923
8,7,2017,tayyip erdogan,923
15,11,2017,kevin neal,923
24,7,2015,michael d edmonson,922
25,1,2016,juliet linderman,922
16,8,2017,george washington,922
23,6,2017,prince harry,922
10,10,2016,nikki haley,922
18,3,2017,angela merkel,922
9,8,2016,barack obama,921
1,5,2017,melanie espinoza rodriguez,921
19,10,2017,robert tracy,921
17,6,2017,cathy bussewitz,921
17,6,2017,jennifer kelleher,921
17,6,2017,mari yamaguchi,921
23,3,2015,ted cruz,921
9,10,2016,nikki haley,921
16,11,2016,vladimir putin,921
29,2,2016,los angeles,921
6,7,2016,tony blair,921
5,8,2017,nikki haley,921
6,5,2016,los angeles,921
28,6,2017,barack obama,921
4,10,2016,nikki haley,920
7,6,2017,theresa may,920
14,7,2015,serena lockwood,920
25,12,2015,daisy johnson,920
11,11,2016,shardul raval,920
30,10,2015,paul ryan,920
25,8,2016,narendra modi,920
6,9,2017,kenneth mapp,920
18,6,2015,vivek mahale,919
11,9,2017,joseph dunford,919
1,5,2017,venzer crisostomo,919
8,10,2017,phil bryant,919
28,7,2015,perry cohen,919
9,10,2016,holbrook mohr,919
24,5,2015,jason farley,919
7,9,2017,chuck schumer,919
9,7,2015,henry mcmaster,919
7,11,2017,las vegas,919
18,9,2017,los cabos,919
14,6,2017,christopher monica,919
14,6,2017,curtis billue,919
11,1,2016,david bowie,919
14,4,2016,vladimir putin,919
15,10,2016,pat mccrory,918
11,2,2016,bernie sanders,918
9,11,2016,pope francis,918
17,3,2016,dilma rousseff,918
9,10,2016,meg kinnard,918
9,10,2016,gary fineout,918
5,3,2017,jim worthington,918
5,3,2017,richard brozell,918
15,2,2017,keith kellogg,918
30,10,2015,john boehner,918
4,9,2016,john kerry,918
6,10,2017,barack obama,918
3,4,2015,mohammad javad zarif,918
13,2,2017,sergey kislyak,918
14,3,2017,sean spicer,918
20,8,2016,brad pitassi,917
8,10,2016,bruce smith,917
28,7,2015,austin stephanos,917
12,1,2017,sheri dillon,917
26,8,2017,tom bossert,917
2,3,2017,michael flynn,917
25,1,2016,jake pearson,917
25,1,2016,scott mayerowitz,917
24,6,2015,jim hodges,917
10,10,2015,liu yunshan,917
7,2,2017,colleen slevin,917
7,2,2017,matthew barakat,917
7,2,2017,michael rubinkam,917
7,2,2017,mark sherman,917
7,10,2016,rick knabb,917
1,7,2015,los angeles,916
6,4,2017,neil gorsuch,916
9,6,2016,benjamin netanyahu,916
7,7,2016,donald trump,916
4,4,2015,barack obama,916
25,1,2016,lolita c baldor,916
25,1,2016,william mathis,916
30,1,2016,saim eskioglu,916
10,9,2017,mike pence,916
20,11,2017,angela merkel,916
7,2,2017,martha bellisle,916
13,2,2017,shane fitzsimmons,916
19,10,2015,los angeles,915
7,9,2015,joe friedberg,915
25,12,2015,tony goodwin,915
27,5,2015,john spann,915
9,9,2017,carlos gimenez,915
27,9,2016,alicia machado,915
13,1,2016,hillary clinton,915
28,8,2017,juan lozano,915
17,2,2016,ted cruz,915
28,12,2016,los angeles,915
17,6,2015,judd kneuvean,915
1,5,2017,hun sen,914
23,8,2016,britney spears,914
9,11,2016,kelly ayotte,914
3,2,2016,hillary clinton,914
5,3,2017,gary taylor,914
27,7,2015,missy elliot,914
16,5,2016,los angeles,914
2,3,2017,tom cole,914
13,8,2015,liu junwei,914
13,1,2016,los angeles,914
23,7,2016,tim kaine,914
18,2,2017,eric sherwin,913
30,7,2017,nicolas maduro,913
29,4,2015,martha bellisle,913
15,11,2016,robert f kennedy jr,913
1,1,2017,ryan seacrest,913
6,12,2015,tashfeen malik,913
1,11,2017,kobiljon matkarov,912
6,3,2016,hillary clinton,912
19,6,2017,los angeles,912
28,4,2015,binod basnyat,912
3,12,2015,syed rizwan farook,912
9,11,2016,viktor orban,912
12,10,2016,vladimir putin,912
4,3,2016,nick gordon,912
26,8,2017,greg stanton,912
11,11,2016,billy bob thornton,912
8,7,2015,mike pitt,912
24,6,2015,james horner,912
15,7,2015,gary mcclure,912
8,2,2017,martin luther king,911
1,9,2016,david ige,911
6,7,2015,francois hollande,911
24,5,2015,sean douglas,911
28,1,2016,lavoy finicum,911
5,3,2017,li keqiang,911
15,9,2015,jennifer hittson,911
28,11,2016,vladimir putin,911
24,6,2015,dick riley,911
7,8,2015,los angeles,911
1,6,2015,abu dhabi,911
28,9,2017,mildred williams,910
19,6,2017,sam smith,910
8,10,2016,kelli kennedy,910
21,7,2016,ecco ripley,910
