GKGRECORDID,V2DATE,V1Persons
20150425163000-1819,2015-04-25T16:30:00.000+02:00,diana khaddaj;reena vohra
20150425164500-254,2015-04-25T16:45:00.000+02:00,
20150425170000-622,2015-04-25T17:00:00.000+02:00,ian kelman;king birendra shah;daniel mazur;mohan krishna sapkota;alex gavan
20150425170000-741,2015-04-25T17:00:00.000+02:00,nawaz sharif;carsten lillelund pedersen;munir ahmed;seth borenstein;david a rothery;jan m olsen;los angeles;jelle veyt;jenny adhikari;shrish vaidya;sushil koirala;ang tshering
20150425171500-1316,2015-04-25T17:15:00.000+02:00,raul rangel;carlos furche
20150425171500-325,2015-04-25T17:15:00.000+02:00,marco rubio;jeb bush;barack obama;ted cruz
20150425171500-558,2015-04-25T17:15:00.000+02:00,pius perumana;pope francis
20150425173000-701,2015-04-25T17:30:00.000+02:00,carsten lillelund pedersen;glomnes johansen;muneeza naqvi;jan m olsen;tenzing norgay;edmund hillary;gyanendra shrestha;ang tshering
20150425174500-1678,2015-04-25T17:45:00.000+02:00,julie bishop;siobhan heanue;priscillaanne forder;ballantyne forder;alyssa azar;priscilla-anne forder;deborah forder
20150425183000-1436,2015-04-25T18:30:00.000+02:00,nitish kumar;anjani kumar singh
20150425183000-421,2015-04-25T18:30:00.000+02:00,
20150425190000-1060,2015-04-25T19:00:00.000+02:00,angela merkel;david cameron;jan m olsen;ben pickering;francois hollande;karl ritter;boerge brende;angela charlton
20150425191500-1285,2015-04-25T19:15:00.000+02:00,carsten lillelund pedersen;munir ahmed;glomnes johansen;seth borenstein;jan m olsen;jelle veyt;marin clark;deepak rauniar;shrish vaidya;sushil koirala;ang tshering
20150425193000-395,2015-04-25T19:30:00.000+02:00,raj pandey;yubaraj ghimire;alex gaven;sitanshu kar
20150425193000-465,2015-04-25T19:30:00.000+02:00,doug madory
20150425194500-1070,2015-04-25T19:45:00.000+02:00,mount manaslu
20150425194500-87,2015-04-25T19:45:00.000+02:00,john kerry;bernadette meehan
20150425201500-532,2015-04-25T20:15:00.000+02:00,jack dalrymple;julie fedorchak
20150425203000-1042,2015-04-25T20:30:00.000+02:00,dave hahn;gordon janow
20150425203000-1418,2015-04-25T20:30:00.000+02:00,carsten lillelund pedersen;munir ahmed;glomnes johansen;seth borenstein;vikas swarup;muneeza naqvi;jan m olsen;jelle veyt;marin clark;deepak rauniar;shrish vaidya;sushil koirala;ang tshering
20150425203000-657,2015-04-25T20:30:00.000+02:00,
20150425203000-902,2015-04-25T20:30:00.000+02:00,
20150425204500-492,2015-04-25T20:45:00.000+02:00,carsten lillelund pedersen;munir ahmed;glomnes johansen;seth borenstein;vikas swarup;jan m olsen;jelle veyt;marin clark;deepak rauniar;shrish vaidya;sushil koirala;ang tshering
20150425211500-265,2015-04-25T21:15:00.000+02:00,jagan chapagain;asia pacific
20150425214500-1371,2015-04-25T21:45:00.000+02:00,mohammadpur khala;chaudhary charan singh;akhilesh yadav;sant kabir nagar
20150425223000-1133,2015-04-25T22:30:00.000+02:00,mount manaslu
20150425223000-691,2015-04-25T22:30:00.000+02:00,glomnes johansen;munir ahmed;seth borenstein;vikas swarup;jan m olsen;irina bokova;deepak rauniar;ang tshering;carsten lillelund pedersen;yuvraj khadka;jelle veyt;shiwani neupane;marin clark;shrish vaidya;sushil koirala
20150425224500-490,2015-04-25T22:45:00.000+02:00,daniel mazur;alex gavan;arjun vajpai;gyanendra kumar shrestha
20150425231500-1276,2015-04-25T23:15:00.000+02:00,
20150425233000-1156,2015-04-25T23:30:00.000+02:00,luis hidalgo luis hidalgo;pablo ruiz;puerto montt;rodrigo alvarez;andres reyes;rodrigo penailillo
20150425233000-598,2015-04-25T23:30:00.000+02:00,mica bevington;uma mysorekar;david cameron;ben pickering;cardinal pietro parolin;jan m olsen;jim fitzgerald;pope francis;michael j nyenhuis;john kerry;hari acharya;julie walker;kurt hunter;karl ritter;neal keny-guyer;angela charlton
20150425004500-1676,2015-04-25T00:45:00.000+02:00,
20150425011500-1092,2015-04-25T01:15:00.000+02:00,nikola kostov;slavco cadiev;slavica temelkovski;vele muslim
20150425024500-717,2015-04-25T02:45:00.000+02:00,wayne larsen;thompson square;kevin fowler;wade bowen;luke wade;craig wayne boyd
20150425031500-578,2015-04-25T03:15:00.000+02:00,maria menounos;amy purdy;derek hough;amber riley
20150425060000-78,2015-04-25T06:00:00.000+02:00,william carrico;brandon schmandt;jamie farrell;victor tsai;robert b smith;chi lin
20150425073000-636,2015-04-25T07:30:00.000+02:00,mohammad shahab;munir ahmed;muneeza naqvi
20150425074500-570,2015-04-25T07:45:00.000+02:00,pawan chamling
20150425081500-92,2015-04-25T08:15:00.000+02:00,
20150425091500-800,2015-04-25T09:15:00.000+02:00,alex gavan alex;stefan simanowitz stefsimanowitz
20150425093000-1237,2015-04-25T09:30:00.000+02:00,laxman singh rathore;minendra rijal
20150425094500-1436,2015-04-25T09:45:00.000+02:00,
20150425094500-93,2015-04-25T09:45:00.000+02:00,dinesh acharya;laxman singh rathore;anupa shrestha
20150425100000-538,2015-04-25T10:00:00.000+02:00,
20150425103000-1514,2015-04-25T10:30:00.000+02:00,ang tshering
20150425103000-758,2015-04-25T10:30:00.000+02:00,andrew macaskill;daniel mazur;alex gavan;douglas busvine
20150425104500-229,2015-04-25T10:45:00.000+02:00,nawaz sharif;robin trygg;pushpa das;munir ahmed;jan m olsen;cho oyu;jenny adhikari;ang tshering
20150425104500-310,2015-04-25T10:45:00.000+02:00,shri pawan chamling;shri nitishkumar;shivraj chouhan
20150425111500-140,2015-04-25T11:15:00.000+02:00,nawaz sharif;robin trygg;pushpa das;munir ahmed;jan m olsen;cho oyu;jenny adhikari;ang tshering
20150425113000-1056,2015-04-25T11:30:00.000+02:00,manmohan singh;roger bilham;pawan thapa
20150425113000-84,2015-04-25T11:30:00.000+02:00,hsin-hua huang
20150425121500-576,2015-04-25T12:15:00.000+02:00,lauren blough;dave weiss
20150425130000-75,2015-04-25T13:00:00.000+02:00,mamata banerjee;nitish kumar;anirudh kumar
20150425131500-734,2015-04-25T13:15:00.000+02:00,nepalquake nepalearthquake;gyanendra shrestha;daniel mazur;mohan krishna sapkota;alex gavan
20150425133000-157,2015-04-25T13:30:00.000+02:00,king birendra shah;daniel mazur;mohan krishna sapkota;alex gavan
20150425140000-1272,2015-04-25T14:00:00.000+02:00,shiwani neupane;kashish das shrestha;john parajuli;manesh shreshtra
20150425143000-1499,2015-04-25T14:30:00.000+02:00,
20150425150000-1259,2015-04-25T15:00:00.000+02:00,yogeshwar misra
20150425150000-20,2015-04-25T15:00:00.000+02:00,mike baird;gladys berejiklian
20150425151500-168,2015-04-25T15:15:00.000+02:00,
20150425153000-1328,2015-04-25T15:30:00.000+02:00,nawaz sharif;carsten lillelund pedersen;munir ahmed;seth borenstein;david a rothery;jan m olsen;los angeles;jelle veyt;shirish vaidya;jenny adhikari;ang tshering;sushil koirala
20150425153000-1370,2015-04-25T15:30:00.000+02:00,niranjan shrestha
20150425154500-1734,2015-04-25T15:45:00.000+02:00,
20150425161500-1097,2015-04-25T16:15:00.000+02:00,matthew mpoke bigg;michael hogan;boualem bouguetaia;kevin liffey
20150425170000-127,2015-04-25T17:00:00.000+02:00,pete marte;markus wilhelm;paul odenthal;ed holland
20150425173000-1282,2015-04-25T17:30:00.000+02:00,nawaz sharif;raj luitel;pushpa das;carsten lillelund pedersen;munir ahmed;seth borenstein;jan m olsen;jelle veyt;jenny adhikari;liz satow;jody kurash;ang tshering
20150425173000-1385,2015-04-25T17:30:00.000+02:00,angela merkel;david cameron;jan m olsen;ben pickering;francois hollande;karl ritter;boerge brende;angela charlton
20150425174500-127,2015-04-25T17:45:00.000+02:00,angela merkel;david cameron;jan m olsen;ben pickering;francois hollande;karl ritter;boerge brende;angela charlton
20150425174500-1528,2015-04-25T17:45:00.000+02:00,barack obama
20150425174500-398,2015-04-25T17:45:00.000+02:00,los angeles;jerry brown;cheryl r brown d-rialto;greg greenstein
20150425181500-1556,2015-04-25T18:15:00.000+02:00,yahya jammeh;atlantic ocean;claire robinson
20150425181500-970,2015-04-25T18:15:00.000+02:00,
20150425183000-1470,2015-04-25T18:30:00.000+02:00,
20150425190000-211,2015-04-25T19:00:00.000+02:00,barry andrews;charlie flanagan
20150425190000-494,2015-04-25T19:00:00.000+02:00,edmund hillary;tenzing norgay;carsten lillelund pedersen;gyanendra shrestha;glomnes johansen;ang tshering
20150425193000-670,2015-04-25T19:30:00.000+02:00,jon kedrowski;jim davidson;gurinder osan;dave elmoreare;alan arnette;ang tshering
20150425194500-453,2015-04-25T19:45:00.000+02:00,carsten lillelund pedersen;glomnes johansen;ang tshering;eric simonson
20150425200000-886,2015-04-25T20:00:00.000+02:00,jagan chapagain;alex gavan;cecilia keizer;gyanendra kumar shrestha;kamal singh bam;vladimir putin;asia pacific;francois hollande;dharmu subedi
20150425204500-874,2015-04-25T20:45:00.000+02:00,carsten lillelund pedersen;munir ahmed;glomnes johansen;seth borenstein;vikas swarup;jan m olsen;jelle veyt;marin clark;deepak rauniar;shrish vaidya;sushil koirala;ang tshering
20150425211500-30,2015-04-25T21:15:00.000+02:00,
20150425211500-745,2015-04-25T21:15:00.000+02:00,rohan anand;jon reiter;carsten lillelund pedersen;nima namgyal;alex gavan;sophia bush;jon krakauer;susan reiter;dan fredinburg
20150425220000-168,2015-04-25T22:00:00.000+02:00,james jackson;seth borenstein;david wald;hari ghi
20150425220000-5,2015-04-25T22:00:00.000+02:00,malena castaldi;brian winnter;aerolineas argentinas;nicolas misculin;frances kerry;janet lawrence
20150425223000-709,2015-04-25T22:30:00.000+02:00,dan fredinburg
20150425223000-839,2015-04-25T22:30:00.000+02:00,baltimore sandtown;justice allah;andre bazeman;anthony batts;tanya peacher;malik shabazz;dante acree;leonard patterson
20150425224500-867,2015-04-25T22:45:00.000+02:00,mount manaslu
20150425230000-806,2015-04-25T23:00:00.000+02:00,dan heath
20150425231500-1026,2015-04-25T23:15:00.000+02:00,laxmi dhakal;pushpa das;ang tshering
20150425233000-1476,2015-04-25T23:30:00.000+02:00,bruce hunter
20150425000000-174,2015-04-25T00:00:00.000+02:00,james rivchin;george gretsas;jimmy l williams
20150425003000-2112,2015-04-25T00:30:00.000+02:00,john kerry;leona aglukkaq;arshad mohammed;sergei donskoi;sergei lavrov
20150425013000-686,2015-04-25T01:30:00.000+02:00,
20150425014500-1160,2015-04-25T01:45:00.000+02:00,melanie unseld;karin schneider;michael jungnitsch;henriette schweizerhof;klaus kiefer;eicke weber;karsten loeffler
20150425014500-37,2015-04-25T01:45:00.000+02:00,
20150425034500-131,2015-04-25T03:45:00.000+02:00,kerala lalithakala akademi;bilal sid
20150425040000-897,2015-04-25T04:00:00.000+02:00,
20150425063000-1302,2015-04-25T06:30:00.000+02:00,atlantic ocean;david hasselhoff;jon copley;antarctic ocean
20150425063000-314,2015-04-25T06:30:00.000+02:00,
20150425073000-1414,2015-04-25T07:30:00.000+02:00,mohammad shahab;munir ahmed;muneeza naqvi
20150425073000-374,2015-04-25T07:30:00.000+02:00,mohammad shahab;munir ahmed;minendra rijal;muneeza naqvi
20150425073000-696,2015-04-25T07:30:00.000+02:00,ben jerry;robert tauxe;john lowe;jeff ventura
20150425073000-846,2015-04-25T07:30:00.000+02:00,
20150425080000-111,2015-04-25T08:00:00.000+02:00,
20150425083000-1430,2015-04-25T08:30:00.000+02:00,zhou shengping xinhua;mohammad shahab;munir ahmed;minendra rijal
20150425083000-609,2015-04-25T08:30:00.000+02:00,
20150425084500-82,2015-04-25T08:45:00.000+02:00,jonas walford;jake heron
20150425093000-1309,2015-04-25T09:30:00.000+02:00,devendra fadnavis
20150425093000-1397,2015-04-25T09:30:00.000+02:00,
20150425101500-44,2015-04-25T10:15:00.000+02:00,
20150425103000-28,2015-04-25T10:30:00.000+02:00,
20150425104500-1085,2015-04-25T10:45:00.000+02:00,shri pawan chamling;shri chouhanshivraj;shri nitishkumar;shivraj chouhan
20150425104500-1101,2015-04-25T10:45:00.000+02:00,mohammad shahab;minendra rijal
20150425104500-21,2015-04-25T10:45:00.000+02:00,nawaz sharif;robin trygg;pushpa das;munir ahmed;jan m olsen;cho oyu;jenny adhikari;ang tshering
20150425104500-245,2015-04-25T10:45:00.000+02:00,nawaz sharif;robin trygg;pushpa das;munir ahmed;jan m olsen;cho oyu;jenny adhikari;ang tshering
20150425104500-698,2015-04-25T10:45:00.000+02:00,thomas egense
20150425110000-1058,2015-04-25T11:00:00.000+02:00,banda sea;indian ocean
20150425110000-1137,2015-04-25T11:00:00.000+02:00,
20150425111500-263,2015-04-25T11:15:00.000+02:00,nawaz sharif;robin trygg;pushpa das;cho oyu;jenny adhikari;ang tshering
20150425113000-242,2015-04-25T11:30:00.000+02:00,nawaz sharif;robin trygg;pushpa das;cho oyu;jenny adhikari;ang tshering
20150425113000-340,2015-04-25T11:30:00.000+02:00,banda sea;binaj gurubacharya;indian ocean
20150425114500-381,2015-04-25T11:45:00.000+02:00,banda sea;indian ocean
20150425120000-681,2015-04-25T12:00:00.000+02:00,banda sea;indian ocean
20150425121500-1023,2015-04-25T12:15:00.000+02:00,niranjan shrestha
20150425124500-1072,2015-04-25T12:45:00.000+02:00,vijay sinha;nitish kumar;anirudh kumar
20150425124500-353,2015-04-25T12:45:00.000+02:00,jody kurash;ang tshering
20150425133000-570,2015-04-25T13:30:00.000+02:00,robin trygg;carsten lillelund pedersen;thomas frese carlsen;muneeza naqvi;edmund hillary;jan m olsen;tenzing norgay;jelle veyt;gyanendra shretha;jody kurash;jenny adhikari;ang tshering
20150425140000-720,2015-04-25T14:00:00.000+02:00,lehighton lory frey;cory smith;mike kern;wesley keller
20150425141500-94,2015-04-25T14:15:00.000+02:00,dennis whedbee
20150425143000-528,2015-04-25T14:30:00.000+02:00,laxmi dhakal;nawaz sharif;pushpa das;carsten lillelund pedersen;david a rothery;jelle veyt;liz satow;jenny adhikari;ang tshering
20150425143000-841,2015-04-25T14:30:00.000+02:00,robin trygg;carsten lillelund pedersen;glomnes johansen;thomas frese carlsen;muneeza naqvi;edmund hillary;jan m olsen;tenzing norgay;gyanendra shretha;jenny adhikari;ang tshering
20150425144500-473,2015-04-25T14:45:00.000+02:00,lee lowell;indian ocean;hillary clinton
20150425144500-530,2015-04-25T14:45:00.000+02:00,laxmi dhakal;nawaz sharif;pushpa das;david a rothery;jelle veyt;liz satow;jenny adhikari;ang tshering;apcarsten lillelund pedersen
20150425151500-552,2015-04-25T15:15:00.000+02:00,nawaz sharif;raj luitel;carsten lillelund pedersen;munir ahmed;seth borenstein;david a rothery;jan m olsen;los angeles;jelle veyt;shirish vaidya;jenny adhikari;sushil koirala;ang tshering
20150425151500-895,2015-04-25T15:15:00.000+02:00,karl a clark
20150425153000-714,2015-04-25T15:30:00.000+02:00,niranjan shrestha;edmund hillary;tenzing norgay;seth borenstein;paul earle
20150425160000-1403,2015-04-25T16:00:00.000+02:00,pranab mukherjee
20150425160000-234,2015-04-25T16:00:00.000+02:00,samantha peddicord;joe cimperman;ganga diyali
20150425161500-1335,2015-04-25T16:15:00.000+02:00,ed miliband;gyanendra shretha;david cameron;tanya barron;ang tshering
20150425163000-1677,2015-04-25T16:30:00.000+02:00,
20150425164500-1646,2015-04-25T16:45:00.000+02:00,jeffrey evanson
20150425170000-940,2015-04-25T17:00:00.000+02:00,
20150425171500-125,2015-04-25T17:15:00.000+02:00,ian kelman;king birendra shah;daniel mazur;mohan krishna sapkota;alex gavan
20150425174500-925,2015-04-25T17:45:00.000+02:00,baba ramdev;nepals lamjung;krishna prasad dhakal;sushil koirala
20150425184500-1265,2015-04-25T18:45:00.000+02:00,ram sharan mahat;darbar square;kamal singh bam;gyanendra shrestha;abhay kumar;minendra rijal;barpak larpak
20150425191500-75,2015-04-25T19:15:00.000+02:00,barry andrews;charlie flanagan
20150425200000-1509,2015-04-25T20:00:00.000+02:00,carsten lillelund pedersen;glomnes johansen;jelle veyt;marin clark;shrish vaidya;deepak rauniar;ang tshering;sushil koirala
20150425203000-1004,2015-04-25T20:30:00.000+02:00,anurag gupta;sanket lamichhane;jagan chapagain;manoj keshwar;tirtha raj wagle;peter w bodde;minendra rijal;iestyn richards- rees;sila gurung
20150425204500-1414,2015-04-25T20:45:00.000+02:00,john kerry;los angeles;barack obama;bernadette meehan
20150425210000-715,2015-04-25T21:00:00.000+02:00,john kerry;bernadette meehan
20150425211500-559,2015-04-25T21:15:00.000+02:00,oleg naydenov;gran canaria
20150425213000-985,2015-04-25T21:30:00.000+02:00,diana khaddaj;stephen harper;rupa joshi;reena vohra
20150425220000-1175,2015-04-25T22:00:00.000+02:00,john kerry;bernadette meehan
20150425221500-865,2015-04-25T22:15:00.000+02:00,glomnes johansen;munir ahmed;seth borenstein;vikas swarup;jan m olsen;irina bokova;deepak rauniar;ang tshering;carsten lillelund pedersen;yuvraj khadka;jelle veyt;shiwani neupane;marin clark;shrish vaidya;sushil koirala
20150425223000-615,2015-04-25T22:30:00.000+02:00,dan fredinburg
20150425230000-249,2015-04-25T23:00:00.000+02:00,carsten lillelund pedersen;munir ahmed;glomnes johansen;seth borenstein;jan m olsen;jelle veyt;marin clark;deepak rauniar;shrish vaidya;sushil koirala;ang tshering
20150425230000-717,2015-04-25T23:00:00.000+02:00,dan fredinburg
20150425230000-779,2015-04-25T23:00:00.000+02:00,gordon janow;azim afif;edmund hillary;tenzing norgay;mount kumori;gyanendra shrestha;dan fredinburg;ang tshering
20150425231500-1006,2015-04-25T23:15:00.000+02:00,
20150425010000-1187,2015-04-25T01:00:00.000+02:00,michael odonnell
20150425011500-286,2015-04-25T01:15:00.000+02:00,
20150425011500-301,2015-04-25T01:15:00.000+02:00,stephen harper;philippe couillard;kathleen wynne
20150425013000-1633,2015-04-25T01:30:00.000+02:00,michelle bachelet;puerto montt;bio bio;rodrigo alvarez;nofal abud
20150425014500-1206,2015-04-25T01:45:00.000+02:00,david rothery;rosalba obrien;nicolas misculin;rodrigo alvarez;anthony esposito
20150425021500-1168,2015-04-25T02:15:00.000+02:00,
20150425051500-562,2015-04-25T05:15:00.000+02:00,lillian baker;matthew vaughn;john johnson;oscar monagan
20150425073000-105,2015-04-25T07:30:00.000+02:00,mohammad shahab
20150425073000-1309,2015-04-25T07:30:00.000+02:00,mohammad shahab;munir ahmed;minendra rijal;muneeza naqvi
20150425074500-1082,2015-04-25T07:45:00.000+02:00,
20150425074500-586,2015-04-25T07:45:00.000+02:00,ben jerry;sandra eskin;barack obama;jeff ventura;mary clare jalonick;david acheson;robert tauxe;john lowe
20150425080000-555,2015-04-25T08:00:00.000+02:00,mohammad shahab;minendra rijal
20150425083000-751,2015-04-25T08:30:00.000+02:00,mohammad shahab;munir ahmed;minendra rijal
20150425093000-261,2015-04-25T09:30:00.000+02:00,manmohan singh;ravindra kumar;himachal pradesh shimla
20150425100000-464,2015-04-25T10:00:00.000+02:00,pirouz mousavi;mahdi assali
20150425101500-1237,2015-04-25T10:15:00.000+02:00,daniel mazur;alex gavan
20150425103000-956,2015-04-25T10:30:00.000+02:00,
20150425110000-665,2015-04-25T11:00:00.000+02:00,nawaz sharif;robin trygg;pushpa das;munir ahmed;jan m olsen;cho oyu;jenny adhikari;ang tshering
20150425110000-764,2015-04-25T11:00:00.000+02:00,banda sea;indian ocean
20150425114500-1031,2015-04-25T11:45:00.000+02:00,birendra prasad shrestha;krishna prasad dhakal;laxman singh rathore;daniel mazur;snober alan abbasi;alex gavan;dinesh acharya;kamal singh bam;anupa shrestha;kari cuelenaere
