STATE,YEAR,MONTH,DAY,GLOBAL_COUNT,ENV_COUNT
CM,2016,8,9,51,33
CM,2016,11,5,2,
CM,2016,11,18,48,
CM,2017,2,2,101,2
CM,2017,8,11,729,12
CO,2016,6,8,31,
CO,2016,7,23,7,
CO,2017,2,23,69,
CO,2017,6,9,70,
CS,2016,8,17,96,8
CS,2016,12,21,89,
CS,2017,9,13,81,11
CU,2015,4,5,237,
CU,2016,3,15,294,
CU,2016,3,19,495,
CU,2016,10,6,197,19
CU,2017,7,14,238,7
CV,2017,7,27,1,
CW,2015,7,29,10,
CW,2016,9,16,28,
CW,2016,10,6,26,
CW,2016,10,10,22,6
CW,2017,8,10,26,
CY,2015,3,13,353,
CY,2015,12,23,488,17
CY,2016,1,22,786,48
CY,2016,10,21,318,14
DA,2015,5,1,3,
DA,2015,5,26,6,
DA,2015,8,4,78,
DA,2015,12,21,6,
DA,2016,12,2,50,7
DA,2017,7,24,23,
DA,2017,7,26,21,
DA,2017,11,19,11,
DJ,2016,6,20,16,
DJ,2017,2,13,32,
DO,2015,5,3,3,3
DO,2015,11,6,8,1
DO,2016,6,23,4,
DO,2016,6,29,8,
DO,2017,5,20,1,
DR,2015,5,7,79,
DR,2015,5,10,3,
DR,2015,5,14,25,2
DR,2015,6,18,41,
DR,2015,10,3,12,
DR,2016,8,11,42,
EC,2015,8,31,44,
EC,2017,9,27,20,1
EG,2015,3,3,1250,41
EG,2015,12,8,1055,34
EG,2016,3,18,1740,28
EG,2016,8,24,1007,70
EG,2017,4,20,1187,11
EG,2017,8,27,605,93
EG,2017,10,14,1062,32
EI,2015,7,2,4506,55
EI,2016,2,25,4223,119
EI,2016,3,1,4649,41
EI,2016,3,24,4695,65
EI,2016,6,13,4118,35
EI,2016,7,12,7205,145
EI,2016,8,25,4346,96
EI,2017,1,22,5453,107
EN,2015,5,12,84,
EN,2017,2,5,20,
EN,2017,9,15,17,
EN,2017,10,26,91,
ER,2015,9,25,66,
ES,2016,2,21,1,
ET,2015,3,11,84,
ET,2015,6,7,46,
ET,2016,3,21,477,11
ET,2016,11,8,279,26
ET,2016,12,2,272,
ET,2016,12,22,276,1
ET,2017,2,14,163,
ET,2017,6,13,144,5
ET,2017,8,7,199,1
EZ,2015,8,22,447,
EZ,2015,10,19,461,2
EZ,2016,4,22,442,46
EZ,2016,5,7,2,
EZ,2017,1,11,158,
EZ,2017,2,25,13,
FI,2015,8,16,6,
FI,2016,7,11,94,4
FI,2016,7,29,70,16
FI,2016,8,4,55,1
FI,2016,11,20,27,
FI,2017,1,23,51,
FI,2017,7,9,21,4
FJ,2015,5,30,246,3
FJ,2015,6,25,354,21
FJ,2015,7,12,223,
FJ,2016,5,27,560,47
FJ,2016,9,13,613,23
FJ,2016,10,22,358,22
FK,2016,7,5,6,
FM,2015,12,11,7,
FM,2016,9,2,10,
FM,2017,11,20,51,3
FR,2016,3,7,1541,16
FR,2016,5,4,1526,32
FR,2016,9,25,939,16
FR,2017,3,27,875,8
FR,2017,5,14,498,
FR,2017,7,26,781,23
GA,2015,5,14,127,
GA,2015,5,23,18,
GA,2015,11,2,150,
GA,2015,12,1,94,
GA,2016,8,27,9,
GA,2017,1,14,59,
GA,2017,4,27,69,
GB,2015,3,16,8,
GB,2017,9,27,100,
GG,2015,4,13,15,
GG,2015,6,14,61,44
GG,2015,9,11,99,16
GG,2016,10,24,37,
GG,2017,11,23,7,
GH,2015,11,28,2712,3
GH,2016,6,17,2821,135
GH,2017,7,8,1896,113
GI,2015,2,28,5,
GI,2015,11,19,32,
GI,2016,1,8,24,
GI,2016,4,17,1,
GI,2017,10,24,54,
GI,2017,11,13,119,
GJ,2015,7,8,18,
GJ,2015,10,28,37,
GJ,2017,11,8,30,1
GL,2015,4,12,1,
GL,2016,3,17,12,3
GL,2016,10,26,6,5
GM,2016,4,13,1973,30
GM,2016,11,13,445,10
GM,2017,10,11,1056,39
GQ,2015,7,23,74,8
GQ,2016,8,19,124,1
GQ,2016,9,20,203,5
GQ,2017,1,19,150,2
GQ,2017,2,17,179,
GQ,2017,7,3,105,10
GR,2015,4,4,212,
GR,2015,12,31,175,3
GR,2017,3,18,306,
GR,2017,5,7,234,
GR,2017,8,11,176,4
GT,2015,11,4,4,
GT,2016,2,22,44,
GT,2017,2,15,1,
GT,2017,5,3,2,
GV,2016,5,27,3,
GY,2015,6,22,203,4
GY,2015,9,23,357,
GY,2016,4,25,330,
GY,2016,7,21,190,6
GY,2017,3,8,302,18
GY,2017,3,31,462,35
GY,2017,6,5,194,6
GY,2017,9,10,138,9
GY,2017,9,11,284,79
HA,2016,2,3,41,
HA,2016,5,15,17,
HA,2016,7,17,22,
HA,2016,11,4,38,
HA,2017,3,31,75,
HK,2015,3,10,385,10
HK,2015,5,7,597,1
HK,2015,5,26,247,1
HK,2015,6,13,44,
HK,2015,8,21,275,3
HK,2017,2,14,169,6
HK,2017,7,12,147,7
HK,2017,8,1,217,4
HR,2015,7,9,344,20
HR,2015,9,2,128,
HR,2016,6,1,96,
HR,2017,7,25,33,
HR,2017,8,8,31,
HU,2015,4,2,144,
HU,2015,7,14,76,
HU,2016,6,30,119,8
HU,2017,1,5,169,
HU,2017,1,6,138,2
HU,2017,5,22,226,
HU,2017,7,8,33,
HU,2017,9,23,22,
IC,2016,3,1,59,
IC,2016,3,20,20,
IC,2016,6,25,39,
IC,2017,4,1,28,
ID,2015,8,14,848,14
ID,2015,12,17,1063,42
ID,2016,2,10,1539,11
ID,2016,2,16,1274,34
ID,2016,3,29,1272,13
ID,2017,1,5,845,40
IM,2015,10,5,8,
IM,2015,10,10,28,
IM,2016,9,8,23,
IM,2017,2,8,28,
IM,2017,4,25,14,
IM,2017,5,10,15,
IM,2017,6,26,16,
IN,2015,6,30,31434,918
IN,2015,11,29,24621,1944
IN,2017,5,2,39369,648
IO,2017,5,12,14,
IR,2015,6,8,682,16
IR,2016,8,19,3634,86
IR,2016,10,30,5120,177
IR,2016,12,24,5252,123
IR,2017,7,25,2656,34
IS,2016,1,4,7907,62
IS,2016,8,3,11367,64
IS,2017,5,1,12487,25
IT,2015,7,7,2562,14
IT,2016,3,9,967,6
IT,2016,5,7,318,1
IT,2016,5,27,1079,4
IT,2016,8,8,530,19
IT,2017,1,2,443,1
IT,2017,3,17,734,5
IT,2017,4,20,1153,9
IT,2017,6,20,742,13
IT,2017,7,7,575,6
IZ,2015,7,3,396,2
IZ,2015,11,21,317,2
IZ,2017,4,16,329,
JA,2015,4,18,934,15
JA,2016,5,3,1917,93
JA,2017,1,3,1200,14
JA,2017,5,4,1182,3
JA,2017,9,25,1445,49
JM,2015,5,14,787,15
JM,2016,7,2,313,
JM,2016,10,5,1008,229
JM,2017,2,27,602,5
JO,2015,8,13,361,9
JO,2015,9,18,198,4
JO,2016,3,5,246,2
JO,2016,6,21,414,4
JO,2016,7,4,700,11
KE,2015,3,28,1382,13
KE,2015,5,10,1163,
KE,2015,10,13,1549,46
KE,2016,2,21,857,16
KE,2016,3,31,1548,41
KG,2015,4,30,253,4
KG,2016,3,7,99,2
KG,2016,6,7,254,
KG,2016,8,31,186,
KG,2017,6,30,171,
KN,2015,3,3,296,7
KN,2016,10,19,610,11
KN,2017,3,4,1033,
KN,2017,9,9,1,
KS,2015,5,2,264,30
KS,2015,7,6,1912,10
KS,2015,10,29,1788,10
KS,2016,2,22,1512,10
KS,2016,3,4,847,22
KS,2016,3,14,999,8
KS,2016,8,3,1614,5
KU,2016,1,7,598,26
KU,2016,4,7,585,49
KU,2016,4,18,538,106
KU,2016,4,19,82,5
KU,2016,5,9,106,10
KU,2016,6,30,263,
KU,2017,5,11,141,8
KU,2017,6,12,311,
KU,2017,8,9,338,15
KV,2015,2,26,44,
KV,2015,4,17,36,5
KV,2015,8,19,49,
KV,2016,4,29,20,
KV,2016,7,14,15,
KV,2017,5,11,46,
KV,2017,8,8,11,
KZ,2015,7,24,40,
KZ,2016,1,5,24,
KZ,2016,11,16,133,1
KZ,2016,12,26,32,
LA,2015,6,27,13,
LA,2015,10,15,1,
LA,2016,2,10,55,12
LA,2016,12,11,15,
LA,2017,8,9,1,
LE,2015,10,6,1063,12
LE,2017,9,5,334,2
LG,2015,8,10,126,
LG,2016,9,4,59,
LG,2016,12,30,84,
LG,2017,1,1,59,
LG,2017,6,14,102,5
LG,2017,11,22,286,28
LH,2015,2,21,8,
LH,2015,8,14,186,
LH,2016,4,1,52,
LH,2016,4,17,79,
LI,2016,8,17,344,2
LO,2015,8,6,41,4
LO,2016,5,4,4,
LO,2017,1,27,1,
LO,2017,9,7,45,7
LT,2015,7,3,6,
LU,2015,3,1,23,
LU,2016,1,30,16,
LU,2016,2,27,32,
LU,2016,12,12,16,
LU,2017,4,1,33,
LY,2015,3,19,104,1
MC,2015,2,23,5,
MC,2015,8,12,26,
MC,2016,3,18,22,
MC,2016,4,4,18,
MC,2016,4,15,68,2
MC,2016,6,5,14,
MC,2017,8,21,157,
MD,2015,5,13,1,
MD,2015,12,22,7,
MD,2016,2,7,1,
MD,2016,11,18,69,
MD,2017,6,19,46,
MD,2017,6,21,87,
MD,2017,6,27,71,
MG,2015,9,8,32,16
MG,2016,3,31,27,
MG,2016,9,26,14,
MG,2016,12,21,57,1
MG,2017,3,15,11,
MG,2017,9,16,1,
MH,2015,2,21,8,
MH,2017,2,7,2,
MI,2015,8,26,108,1
MI,2015,9,8,233,3
MI,2016,4,8,174,2
MI,2016,4,10,127,4
MI,2016,9,1,142,
MI,2016,11,1,125,
MI,2016,11,26,122,9
MI,2017,6,11,104,8
MJ,2015,4,29,1,
MJ,2015,11,19,3,
MJ,2017,2,4,13,
MK,2015,8,3,51,2
MK,2016,3,2,87,
MK,2016,8,25,242,8
ML,2015,11,25,4,
ML,2016,9,25,8,
MO,2015,3,12,160,45
MO,2015,7,15,184,
MO,2015,10,13,126,2
MO,2016,4,16,39,
MO,2016,7,25,159,3
MO,2016,7,28,125,
MP,2015,7,1,25,
MP,2015,8,15,6,
MP,2016,3,18,29,
MP,2016,5,1,28,
MP,2016,10,9,5,
MP,2016,11,1,38,
MP,2016,11,25,93,
MP,2017,4,23,69,
MT,2015,8,27,429,17
MT,2015,9,10,733,27
MT,2016,1,14,517,3
MT,2017,9,13,484,
MT,2017,9,23,192,22
MU,2015,3,25,991,4
MU,2016,6,14,527,10
MU,2016,6,22,668,28
MU,2016,9,7,742,14
MU,2016,12,21,619,27
MU,2017,1,12,253,6
MU,2017,4,2,340,35
MU,2017,4,4,625,16
MU,2017,4,25,597,26
MV,2015,3,28,55,
MV,2015,9,6,100,
MV,2015,10,19,152,17
MV,2016,4,12,180,
MV,2016,5,29,20,
MV,2016,9,11,14,
MV,2016,11,16,11,
MV,2016,11,24,34,
MV,2017,3,8,24,
MV,2017,8,7,11,
MX,2015,4,12,31,
MX,2015,11,30,129,8
MX,2016,1,20,121,
MX,2016,1,21,104,1
MX,2017,5,13,46,2
MX,2017,8,19,38,
MX,2017,9,21,113,19
MY,2015,4,9,5659,211
MY,2016,1,2,2895,72
MY,2016,4,17,3380,507
MY,2016,6,4,3180,123
MY,2016,11,13,3291,92
MY,2017,1,24,5384,198
MZ,2015,11,17,2,
MZ,2017,9,11,10,
NE,2015,9,6,1,
NH,2016,8,12,36,
NH,2016,10,28,31,
NH,2017,2,15,65,
NI,2015,9,3,12159,255
NI,2016,11,7,14114,586
NI,2016,12,16,13762,420
NI,2017,3,7,13417,447
NI,2017,7,29,8127,94
NI,2017,11,23,3332,128
NL,2015,5,10,14,1
NL,2017,3,28,181,
NL,2017,5,24,216,1
NL,2017,8,9,158,4
NO,2015,3,31,199,14
NO,2015,6,9,253,35
NO,2017,4,5,130,50
NO,2017,5,16,98,15
NP,2015,8,11,879,20
NP,2016,1,25,702,14
NP,2016,11,1,571,26
NP,2017,1,22,981,110
NP,2017,3,20,611,21
NP,2017,5,14,133,
NS,2016,1,14,8,
NS,2016,11,23,10,
NS,2017,2,8,1,
NS,2017,5,5,4,
NU,2016,11,9,1,
NU,2017,4,9,3,
OD,2015,5,11,168,
OD,2015,8,22,99,
OD,2015,12,15,290,
OD,2016,9,25,80,
OD,2016,12,26,53,
OD,2017,5,24,158,
PE,2015,6,3,18,3
PE,2016,10,3,56,23
PE,2016,10,27,38,4
PK,2015,11,8,6078,54
PK,2016,10,6,8496,184
PK,2017,1,11,8398,127
PK,2017,6,29,4918,147
PL,2016,4,26,154,8
PL,2016,5,10,191,
PL,2016,5,23,160,
PL,2016,8,11,68,
PL,2016,9,25,67,
PL,2017,3,16,108,3
PL,2017,8,24,120,
PL,2017,11,7,152,
PM,2015,7,14,21,
PM,2015,11,13,34,
PM,2016,3,21,44,2
PM,2017,8,3,14,
PO,2015,4,18,1,
PO,2015,8,2,3,
PO,2017,3,29,26,
PP,2015,12,9,27,4
PP,2016,1,31,1,
PP,2016,11,15,13,1
QA,2015,7,20,1433,104
QA,2015,8,15,882,10
QA,2017,1,9,851,22
QA,2017,2,4,1312,23
QA,2017,2,10,712,5
QA,2017,8,23,1598,65
RB,2015,10,28,108,
RB,2016,12,10,8,
RB,2017,4,13,75,
RB,2017,7,26,105,
RB,2017,8,9,102,
RB,2017,9,25,115,
RI,2015,3,24,281,
RI,2015,4,3,232,
RI,2015,5,5,194,
RI,2015,6,15,203,
RI,2015,8,26,329,
RI,2016,3,29,143,
RI,2017,2,25,11,
RI,2017,4,3,170,
RO,2015,3,3,400,4
RO,2016,5,19,246,
RO,2017,5,20,16,8
RO,2017,9,18,609,
RO,2017,9,19,411,
RP,2015,3,19,5582,127
RP,2015,8,16,4538,120
RP,2015,9,20,6467,170
RP,2015,10,28,8649,140
RP,2015,12,11,6497,221
RP,2016,12,18,5997,120
RS,2015,3,1,4796,2260
RS,2015,6,9,6934,2851
RS,2015,7,14,7814,2685
RW,2015,3,15,76,23
RW,2016,7,29,112,
RW,2017,9,15,128,6
SA,2016,1,22,1083,28
SA,2016,5,12,643,57
SA,2016,5,14,503,5
SA,2017,6,20,1390,47
SA,2017,7,16,954,6
SA,2017,10,11,1323,78
SC,2017,4,9,1,
SE,2015,6,20,54,
SE,2016,10,30,13,
SE,2016,11,4,24,12
SE,2016,11,19,59,
SE,2016,12,6,55,
SE,2016,12,13,39,
SE,2017,5,2,12,
SE,2017,5,10,63,5
SE,2017,9,19,42,
SF,2016,7,20,9178,268
SF,2016,11,2,8043,482
SG,2015,2,25,6,
SG,2015,4,27,63,
SI,2015,7,27,30,
SI,2015,12,24,18,
SI,2016,7,23,4,
SI,2017,1,30,18,
SI,2017,9,26,85,
SL,2015,3,14,171,
SL,2015,10,24,6,
SL,2016,2,13,90,
SL,2016,2,21,122,
SL,2017,8,6,11,
SN,2015,7,25,1629,41
SN,2015,10,25,1507,22
SN,2017,5,16,630,21
SN,2017,6,18,247,2
SN,2017,10,26,564,20
SO,2015,6,1,361,2
SO,2015,8,1,243,
SO,2015,11,23,1406,
SO,2017,3,29,458,27
SP,2016,6,14,248,14
SP,2017,10,24,406,2
ST,2016,5,12,85,1
ST,2016,7,12,74,1
ST,2017,10,30,72,
SU,2016,7,10,302,
SU,2017,7,15,206,6
SU,2017,9,16,244,
SW,2015,4,21,183,6
SW,2016,2,27,162,
SW,2017,2,5,68,9
SW,2017,3,24,71,4
SW,2017,9,25,92,9
SX,2015,7,13,9,
SX,2016,5,13,4,
SY,2016,1,17,2668,9
SY,2017,4,9,2760,28
SZ,2015,2,20,507,10
SZ,2015,4,23,1230,86
SZ,2017,5,12,296,
SZ,2017,6,17,516,
SZ,2017,6,18,245,7
TD,2016,9,10,211,1
TD,2016,12,21,342,3
TD,2017,2,1,322,8
TD,2017,7,3,238,1
TD,2017,10,28,147,3
TH,2015,6,4,1546,81
TH,2016,3,25,1734,6
TH,2017,8,21,1141,39
TI,2015,7,29,178,
TK,2015,9,30,11,
TN,2015,10,4,13,
TN,2016,6,10,28,
TN,2016,10,10,63,
TN,2017,1,2,20,
TN,2017,4,6,47,
TP,2017,5,10,1,
TS,2016,2,18,118,
TS,2016,11,8,29,
TS,2017,10,30,2,
TU,2015,8,5,5402,89
TU,2016,12,13,3102,69
TU,2017,2,16,5168,81
TU,2017,10,11,2086,21
TU,2017,10,24,2065,8
TW,2015,3,26,595,9
TW,2015,10,16,687,17
TW,2016,11,27,616,42
TX,2015,3,27,8,
TX,2016,7,13,4,
TX,2016,7,15,2,
TX,2017,3,15,93,
TZ,2015,6,26,285,4
TZ,2015,10,27,237,19
TZ,2016,1,18,219,2
TZ,2016,9,26,587,26
TZ,2016,12,30,210,
TZ,2017,5,29,411,20
TZ,2017,9,10,69,
TZ,2017,11,19,168,
UG,2015,8,9,285,
UG,2016,3,30,682,
UG,2016,6,8,654,12
UG,2016,11,27,592,
UG,2017,3,28,688,10
UG,2017,8,1,747,4
UG,2017,11,2,662,207
UK,2015,6,3,28497,697
UK,2015,8,8,12229,154
UK,2017,1,8,32239,1255
UK,2017,1,9,53149,1276
UK,2017,10,5,46389,1092
UP,2016,7,6,800,3
UP,2016,12,16,795,20
UP,2017,5,25,537,26
UP,2017,8,19,275,2
US,2015,8,10,369467,8563
US,2015,9,10,442231,12003
US,2017,5,26,457968,10774
UV,2015,8,20,180,4
UV,2015,9,22,102,
UZ,2015,8,31,12,
UZ,2015,12,18,1,
UZ,2016,3,6,2,
UZ,2016,5,11,12,
UZ,2017,5,9,8,
UZ,2017,9,13,28,
VC,2015,3,27,8,
VC,2016,4,22,24,
VC,2016,5,23,8,
VC,2016,6,14,63,5
VC,2017,1,12,46,1
VC,2017,1,16,6,
VE,2015,4,4,1,
VE,2015,9,6,942,8
VE,2016,1,9,52,1
VE,2017,7,10,239,12
VI,2015,6,2,17,
VI,2017,10,12,7,1
VM,2015,4,6,1126,28
VM,2015,6,15,467,22
VM,2015,8,2,412,36
VM,2016,1,28,1050,33
VM,2016,3,1,1214,2
VM,2017,7,19,758,39
VQ,2015,5,11,2,
VQ,2017,3,12,24,
VQ,2017,7,21,14,
VT,2015,12,27,100,
VT,2016,3,25,94,
VT,2016,9,2,144,
VT,2017,1,18,79,9
VT,2017,11,5,30,
WA,2015,3,5,550,4
WA,2015,3,25,256,9
WA,2015,9,10,280,4
WA,2016,4,30,72,
WA,2016,10,4,89,
WA,2017,1,8,17,17
WS,2015,10,16,273,24
WS,2017,1,17,120,3
WS,2017,3,4,27,
WS,2017,5,8,195,6
WZ,2015,4,18,89,
WZ,2015,6,20,77,1
WZ,2016,8,25,60,
WZ,2017,8,1,46,
YM,2016,3,19,8,
YM,2017,2,10,25,
YM,2017,5,18,11,
ZA,2016,9,9,174,
ZA,2016,10,13,130,
ZA,2016,11,17,119,13
ZA,2017,4,4,69,1
ZI,2016,1,9,497,2
ZI,2016,2,21,946,6
ZI,2016,3,21,1102,64
ZI,2016,8,10,1036,13
ZI,2016,9,30,2746,8
ZI,2017,1,23,1786,42
ZI,2017,3,9,1437,11
ZI,2017,11,10,1522,4
,2015,2,20,1511,
,2015,3,9,1669,
,2015,5,30,590,
,2015,6,13,571,
,2015,8,22,633,
,2016,1,28,829,
,2017,4,28,1457,
,2017,10,3,958,
AE,2017,1,15,2928,124
AE,2017,5,11,2264,104
AE,2017,9,29,1351,110
AE,2017,11,3,1666,57
AE,2017,11,16,2612,207
AF,2015,8,30,601,
AF,2016,7,21,1333,
AF,2016,8,20,1115,2
AF,2017,4,15,370,
AG,2015,12,1,23,14
AG,2016,5,12,68,
AG,2016,7,14,42,2
AG,2017,4,24,7,
AG,2017,7,24,10,
AJ,2015,11,6,1093,49
AJ,2016,10,14,1746,11
AJ,2017,5,20,167,
AJ,2017,6,11,105,17
AJ,2017,6,24,413,7
AJ,2017,10,17,1016,14
AJ,2017,11,9,557,43
AL,2015,7,15,105,
AL,2016,1,12,64,2
AM,2015,3,10,2059,46
AM,2015,12,9,1493,34
AM,2016,3,16,1870,18
AM,2016,9,9,1595,80
AO,2015,4,23,138,
AO,2015,9,4,59,
AO,2016,9,15,103,
AO,2016,11,17,76,
AO,2017,1,1,68,
AO,2017,5,13,103,
AO,2017,5,16,87,
AO,2017,10,18,97,1
AO,2017,11,11,150,
AR,2015,8,26,246,20
AR,2017,6,16,330,
AS,2016,2,28,35157,207
AS,2016,4,3,29359,614
AS,2017,3,12,19962,538
AS,2017,4,6,30134,1504
AS,2017,5,26,32467,2136
AS,2017,6,9,24508,698
AU,2015,6,3,125,48
AU,2015,12,7,90,2
AU,2015,12,24,21,
AU,2016,4,19,173,1
AU,2016,9,6,49,
AV,2015,11,30,28,
BA,2015,5,10,172,2
BA,2015,5,30,282,11
BA,2015,7,12,87,
BA,2015,8,22,16,
BA,2015,10,11,295,
BA,2015,12,24,192,
BA,2016,1,29,192,5
BA,2016,7,5,73,
BB,2015,7,4,381,
BB,2015,11,2,70,
BB,2016,4,10,24,
BB,2016,8,5,169,
BB,2017,4,17,77,
BB,2017,9,10,104,24
BC,2015,4,4,6,
BC,2015,8,26,109,2
BC,2016,12,26,53,
BC,2017,3,14,183,16
BD,2015,3,4,128,2
BD,2016,2,12,88,
BD,2017,2,17,98,
BD,2017,6,23,92,
BD,2017,9,30,18,6
BD,2017,11,17,88,
BD,2017,11,20,62,1
BE,2015,8,11,10,
BE,2016,6,16,90,
BE,2017,7,26,79,1
BE,2017,9,21,57,8
BF,2015,10,4,91,15
BF,2016,6,23,240,5
BF,2016,10,11,198,91
BF,2017,3,16,260,
BF,2017,4,23,15,2
BF,2017,6,22,109,1
BF,2017,11,16,114,
BG,2015,10,26,2667,115
BG,2017,3,26,2086,26
BH,2015,4,26,25,
BH,2015,6,11,276,4
BH,2015,12,6,44,
BH,2016,3,17,821,4
BK,2017,7,27,19,
BK,2017,10,7,2,
BM,2016,4,16,76,16
BM,2016,12,1,477,
BM,2017,1,24,287,
BM,2017,5,25,416,6
BM,2017,7,30,76,
BO,2016,10,27,471,
BO,2016,11,26,26,
BO,2017,1,11,225,
BO,2017,5,11,262,4
BP,2015,4,10,36,14
BP,2015,5,29,3,
BP,2015,6,29,3,
BP,2015,7,28,17,
BR,2015,2,19,192,4
BR,2015,4,9,112,
BR,2015,5,5,218,
BR,2015,10,8,54,
BR,2016,3,23,37,3
BR,2016,7,9,73,
BT,2016,3,20,1,
BT,2017,6,21,42,
BT,2017,9,5,15,
BT,2017,11,8,42,
BU,2015,3,17,616,8
BU,2015,4,23,889,6
BU,2015,5,30,705,1
BU,2016,1,4,419,4
BU,2016,9,23,396,
BU,2017,10,26,502,60
BX,2015,11,15,401,1
BX,2016,5,22,180,6
BX,2016,12,30,25,
BX,2017,1,2,151,
BX,2017,1,26,183,
BX,2017,7,16,124,
BY,2016,9,26,9,
BY,2016,9,28,23,
BY,2017,1,10,1,
BY,2017,3,9,8,
BY,2017,9,25,39,
CA,2016,3,7,26339,591
CA,2016,4,30,14305,243
CA,2016,10,15,13245,854
CA,2017,1,18,29320,1120
CA,2017,1,28,19196,337
CA,2017,6,26,12452,553
CB,2015,5,6,162,5
CB,2015,8,21,312,8
CB,2016,6,3,294,
CB,2016,6,22,1480,21
CB,2016,8,22,818,41
CB,2016,9,28,667,3
CB,2016,10,11,717,8
CB,2016,12,31,84,2
CE,2015,8,5,939,6
CE,2016,3,8,1202,10
CE,2017,2,16,1280,8
CE,2017,3,21,1073,19
CF,2016,7,11,10,
CH,2017,10,9,5942,285
CI,2016,10,11,16,
CJ,2015,12,26,5,
CJ,2015,12,31,211,10
CJ,2016,8,18,70,6
CJ,2016,9,2,174,18
CJ,2016,9,15,111,
CJ,2016,10,25,101,
CJ,2017,6,28,69,7
CJ,2017,7,16,2,1
CM,2016,7,2,44,
CM,2016,8,1,28,
CM,2016,11,3,39,8
CM,2017,6,3,175,4
CO,2015,10,13,35,8
CO,2016,2,18,79,
CO,2016,3,13,25,
CO,2017,2,20,10,2
CO,2017,9,23,279,1
CS,2015,8,12,48,1
CS,2015,8,30,290,35
CS,2015,11,11,89,7
CS,2016,1,8,101,5
CS,2016,6,26,76,
CS,2017,3,14,103,4
CS,2017,6,2,143,2
CS,2017,6,24,167,2
CS,2017,11,1,173,
CU,2015,3,25,342,2
CU,2017,5,8,177,26
CU,2017,5,16,171,13
CU,2017,9,23,86,27
CW,2015,7,7,38,
CW,2017,11,8,10,
CY,2015,3,4,251,2
CY,2016,4,17,264,17
CY,2016,6,28,897,67
CY,2016,8,14,212,7
CY,2016,9,26,682,29
CY,2017,1,25,366,
CY,2017,3,9,466,13
CY,2017,5,28,182,1
DA,2015,8,29,2,
DA,2016,2,29,14,
DA,2016,3,10,6,
DA,2016,4,1,16,
DA,2016,5,9,97,1
DA,2016,6,10,37,
DA,2017,5,3,27,
DA,2017,8,12,9,
DJ,2016,9,22,13,
DO,2015,5,13,8,2
DO,2016,11,30,14,
DR,2015,4,17,31,
DR,2016,8,22,26,
DR,2016,8,27,6,
DR,2016,11,22,20,
DR,2017,2,14,37,
EC,2015,3,31,74,
EC,2015,7,20,83,
EG,2015,11,8,1193,9
EG,2016,9,9,1304,7
EI,2016,1,21,4286,110
EI,2016,4,3,2256,30
EI,2016,9,13,6203,83
EI,2017,4,26,3963,67
EI,2017,5,22,3965,48
EI,2017,8,7,2064,7
EN,2015,11,10,90,
EN,2016,3,30,86,
EN,2016,4,24,10,
EN,2016,11,2,106,
ER,2015,3,10,51,
ER,2015,11,27,103,
ER,2016,1,5,9,
ER,2016,3,25,65,
ER,2016,5,10,69,1
ER,2016,5,21,34,
ER,2016,8,23,24,1
ER,2016,12,1,66,8
ES,2016,2,29,1,
ES,2016,3,23,1,
ET,2015,11,25,172,
ET,2016,1,11,373,2
ET,2016,10,23,312,20
ET,2017,2,5,185,
ET,2017,9,3,77,
ET,2017,10,8,105,4
EZ,2015,10,12,414,
EZ,2016,6,12,2,
FI,2015,3,29,2,
FI,2016,4,2,69,
FI,2016,4,9,19,
FI,2016,4,15,36,
FI,2016,9,17,45,
FI,2016,10,24,76,
FI,2017,4,23,14,
FI,2017,6,21,30,8
FI,2017,7,7,54,2
FJ,2015,4,10,456,46
FJ,2015,5,8,423,5
FJ,2015,5,10,356,56
FJ,2015,12,7,427,33
FJ,2016,1,19,420,
FJ,2016,2,4,567,27
FJ,2016,2,21,139,56
FJ,2016,5,25,501,11
FJ,2016,6,13,602,30
FJ,2016,11,26,360,12
FJ,2017,4,7,633,3
FJ,2017,4,18,306,39
FR,2015,10,5,801,41
FR,2016,2,2,1189,34
FR,2017,5,29,871,19
FR,2017,7,29,453,
GA,2015,7,11,31,
GA,2015,11,22,10,
GA,2016,7,11,66,
GA,2017,1,24,81,
GA,2017,6,25,22,
GA,2017,11,9,245,
GB,2015,10,14,8,
GG,2015,12,1,302,
GG,2016,3,31,312,
GH,2016,1,27,3736,51
GH,2016,4,6,3261,71
GH,2016,5,28,1507,10
GH,2016,12,12,2224,21
GI,2017,8,20,1,
GJ,2015,4,30,74,1
GJ,2015,7,18,38,
GJ,2015,10,7,14,
GJ,2016,2,25,14,
GJ,2016,9,6,24,7
GJ,2016,10,21,30,
GJ,2016,12,25,1,
GL,2015,6,12,28,
GL,2017,2,22,27,
GM,2015,11,24,1986,53
GM,2016,1,7,1148,62
GM,2016,8,10,1335,41
GM,2017,5,13,277,8
GQ,2015,9,3,129,1
GQ,2016,4,1,101,
GQ,2016,4,25,129,40
GQ,2016,11,9,130,
GQ,2017,1,12,120,10
GQ,2017,4,6,154,
GQ,2017,4,30,29,
GR,2015,5,20,599,7
GR,2015,6,26,909,
GR,2016,3,11,874,6
GR,2016,8,6,243,3
GR,2017,1,18,1042,8
GR,2017,2,22,2281,126
GR,2017,6,6,342,
GR,2017,7,9,105,
GR,2017,7,17,366,62
GV,2016,11,29,13,4
GY,2015,3,29,246,
GY,2015,5,20,235,16
GY,2015,6,7,175,2
