JA,12,2015,27,951
AE,8,2017,26,325
TD,8,2017,20,138
CE,6,2016,21,542
LA,1,2017,26,48
BE,8,2017,3,438
UG,4,2017,30,302
AO,8,2017,4,117
PE,8,2015,10,123
UZ,8,2017,2,91
EZ,1,2016,15,306
TZ,3,2017,12,120
TI,1,2017,27,182
QA,7,2017,29,271
AE,4,2016,29,591
ZA,3,2015,23,437
BD,12,2015,31,33
BO,3,2015,2,699
ID,12,2015,29,754
BG,1,2017,27,716
BG,7,2017,27,514
SP,2,2015,27,747
RO,6,2017,28,347
OS,2,2016,13,121
FJ,7,2016,5,1132
VE,11,2016,28,1704
CU,4,2017,24,342
HU,6,2016,23,260
MA,11,2016,7,33
OS,10,2017,6,152
SG,10,2016,17,108
CE,10,2015,8,857
GR,3,2015,5,645
NL,2,2015,23,963
UG,2,2016,21,1066
MK,4,2017,14,106
NU,5,2017,31,828
RQ,3,2016,10,325
PL,7,2015,9,329
LE,12,2016,5,695
RB,10,2016,17,204
MZ,11,2015,20,75
VE,6,2016,17,1470
JE,3,2016,13,106
BY,1,2016,31,342
CF,5,2017,17,341
AU,7,2016,2,608
MO,11,2015,12,277
CE,9,2016,26,487
MO,5,2017,26,271
OS,7,2016,6,132
TS,4,2017,25,113
HK,8,2017,29,92
ET,8,2015,27,530
AE,12,2015,21,488
RO,7,2017,31,1058
LY,7,2015,25,471
SN,6,2015,9,420
GH,2,2017,11,940
KS,11,2015,29,555
TI,9,2015,16,475
WE,4,2016,24,441
HR,11,2016,8,145
BH,4,2015,23,231
KN,7,2016,25,483
CY,7,2015,8,52
GY,4,2017,17,61
BX,2,2017,2,413
PE,8,2017,19,726
RQ,2,2017,6,312
MI,2,2016,21,96
NS,3,2017,9,5
PO,12,2016,29,499
NP,2,2017,9,770
ET,11,2017,17,363
TD,6,2015,4,138
SP,3,2017,25,321
FJ,10,2016,27,145
BF,10,2016,28,260
NO,3,2017,11,503
CE,6,2015,25,339
OS,6,2015,13,89
EN,9,2015,17,224
HU,10,2017,15,170
SN,3,2017,15,512
CG,5,2016,21,37
MT,4,2015,21,2426
TZ,9,2015,15,191
OS,11,2016,23,272
BF,11,2016,19,42
DA,9,2015,4,255
KZ,10,2017,4,153
ET,7,2016,11,364
MO,2,2016,11,194
VM,6,2017,24,605
SW,3,2017,1,385
QA,3,2016,12,142
UP,2,2016,2,741
CO,4,2016,29,418
KG,8,2017,10,15
AJ,3,2017,14,350
BG,2,2016,12,513
CY,6,2016,21,2301
KE,12,2016,3,850
AM,12,2016,21,522
BU,10,2015,8,261
CY,3,2016,11,267
WE,1,2017,20,774
SZ,1,2017,1,212
ZA,4,2015,26,100
RW,7,2017,20,186
CU,9,2016,22,821
CF,2,2015,21,124
AJ,10,2015,3,174
CO,5,2016,1,276
CD,6,2015,29,1887
AO,7,2017,4,33
VQ,9,2015,14,115
OS,1,2017,30,246
BU,12,2015,1,224
NH,8,2016,14,114
CE,3,2015,24,973
MK,10,2015,20,278
MB,7,2016,5,1
GL,3,2016,5,108
EC,10,2015,26,113
LO,5,2016,20,34
SI,5,2017,9,22
MX,10,2017,9,1785
NG,7,2015,26,96
LI,4,2017,25,409
AJ,11,2016,12,161
GA,2,2016,23,319
KS,6,2016,28,1277
SO,7,2017,11,481
GT,4,2015,27,82
HU,11,2017,8,176
CI,11,2015,24,254
YM,6,2016,25,420
SP,3,2015,8,665
HR,11,2015,22,193
BF,6,2016,11,55
MK,3,2016,13,561
LE,8,2017,31,1478
NO,5,2016,6,389
MD,1,2016,13,322
SO,8,2015,24,711
LA,9,2017,6,28
BH,2,2017,28,73
IC,8,2016,9,435
BM,12,2015,31,141
GA,1,2016,26,168
HU,4,2017,19,70
NR,2,2016,18,91
LO,7,2016,27,41
TS,1,2017,2,530
CE,7,2017,12,286
BM,9,2015,23,491
BM,2,2016,1,551
CT,7,2017,4,44
LY,4,2017,5,582
HR,2,2017,5,38
EN,5,2015,11,122
CY,3,2016,3,132
TW,2,2017,12,137
BC,6,2017,16,103
MI,3,2017,3,106
CD,12,2015,28,353
EI,5,2015,31,993
ES,1,2017,21,50
ML,12,2015,4,746
PE,3,2017,2,448
KZ,4,2017,6,303
YI,3,2016,24,286
CO,12,2016,13,203
BD,3,2015,8,12
ZI,5,2017,28,386
CB,9,2017,21,176
SI,1,2017,31,115
AJ,9,2017,5,159
BM,5,2017,14,121
OD,10,2017,31,133
AY,11,2017,17,231
BF,2,2016,24,240
TI,2,2017,28,215
TO,8,2015,13,12
CE,11,2016,20,447
RQ,8,2015,5,234
UG,7,2016,27,797
PU,4,2017,10,23
TS,3,2016,25,237
CF,12,2016,14,268
KN,6,2015,14,217
AY,2,2017,1,42
RO,9,2015,28,223
HR,12,2016,15,125
SI,1,2016,19,15
WS,7,2015,30,43
BX,3,2016,24,326
HR,7,2015,26,26
ES,5,2017,24,268
GZ,4,2016,19,122
TI,4,2017,14,128
LE,10,2017,30,471
HU,6,2017,28,132
GZ,5,2016,14,73
AG,3,2017,20,131
MP,7,2017,21,78
BX,8,2016,28,298
HO,8,2016,30,460
BA,4,2015,14,124
LO,2,2016,3,20
BH,12,2015,7,54
AU,2,2017,19,56
SL,5,2016,25,262
AO,8,2017,11,253
BO,1,2017,13,203
MP,1,2016,15,35
CF,9,2017,28,563
GV,6,2016,4,41
BY,8,2016,11,68
SW,7,2015,17,232
HU,4,2016,6,220
PP,10,2016,5,32
TT,6,2016,28,31
TI,4,2016,10,70
RW,12,2016,7,137
IC,5,2015,18,12
FJ,5,2016,30,196
MG,5,2015,4,190
HK,6,2017,17,59
GT,4,2015,8,238
SN,5,2016,17,632
TX,7,2015,3,215
MC,11,2016,4,31
OC,4,2015,13,27
LI,10,2016,24,320
AJ,5,2016,8,73
IV,11,2015,25,72
ES,3,2015,11,113
FO,9,2015,9,34
KE,2,2015,18,14
KE,12,2015,26,655
KR,10,2015,29,73
RM,9,2017,23,21
CS,8,2017,8,43
CI,10,2015,23,312
CT,11,2016,2,243
CO,6,2016,7,75
IV,10,2016,27,47
BN,11,2016,26,64
LO,3,2015,18,176
TK,2,2017,13,2
NH,4,2015,19,17
HO,7,2015,2,194
CB,11,2015,15,245
CS,8,2015,11,81
NH,10,2015,19,166
TI,2,2015,26,152
BB,5,2017,31,143
JE,4,2017,17,161
NG,8,2016,12,111
GA,9,2017,11,64
CW,10,2016,19,215
PO,5,2015,29,107
AJ,3,2015,31,453
AJ,8,2017,28,178
WI,2,2017,21,12
RW,6,2016,29,351
GL,4,2016,21,27
AJ,2,2015,27,242
RQ,4,2017,6,36
UZ,6,2016,15,117
AR,5,2016,31,202
TV,10,2015,9,10
CF,9,2017,27,126
RI,1,2017,28,73
TX,7,2015,29,150
AL,8,2017,24,105
PP,10,2016,20,70
EC,6,2016,28,74
LT,1,2017,31,63
ML,10,2016,10,389
ML,5,2017,18,148
CD,11,2016,3,152
MZ,4,2016,21,159
PP,12,2015,18,61
PP,7,2015,7,69
MI,11,2016,23,290
NG,9,2016,20,591
ZI,7,2015,11,176
LO,4,2016,1,39
BH,3,2016,18,90
SO,5,2017,13,832
TW,10,2017,5,232
DA,4,2017,18,276
EK,4,2016,27,137
AO,11,2015,24,126
MG,3,2016,16,63
MD,3,2015,20,73
UY,3,2015,11,87
CF,12,2015,23,113
NG,7,2015,13,268
CI,10,2016,9,44
LA,3,2017,9,117
LU,12,2015,13,51
CG,2,2016,24,128
RQ,4,2016,8,52
CS,2,2017,27,50
KZ,6,2016,16,118
SI,6,2017,17,2
BM,4,2016,17,70
VC,8,2016,30,13
HA,3,2016,15,178
AL,5,2017,11,107
LH,6,2015,15,93
MT,7,2017,5,141
AR,5,2017,5,475
MR,6,2017,12,35
SV,3,2015,29,10
CE,8,2015,30,250
GG,1,2017,10,165
GP,10,2015,27,2
MN,10,2017,7,24
HR,5,2017,1,109
AL,3,2017,14,191
NR,10,2015,29,189
QA,1,2017,13,287
MU,1,2016,20,248
CD,1,2017,20,92
BU,11,2016,15,239
BL,6,2016,7,23
GT,7,2017,3,70
UZ,1,2016,28,78
UV,4,2017,23,11
DA,2,2017,24,187
MG,10,2016,19,101
UV,5,2016,20,91
AJ,2,2015,21,164
SG,8,2016,8,107
GA,2,2017,21,204
NP,11,2017,11,112
LA,7,2015,20,41
RE,7,2016,25,7
FM,11,2017,8,10
TZ,3,2017,4,172
BB,5,2015,17,7
TD,9,2016,19,230
IC,3,2017,11,41
CY,12,2016,31,28
JM,1,2016,10,212
NP,12,2016,3,402
AM,12,2015,5,155
GV,9,2016,11,13
BK,3,2015,9,22
DR,3,2016,21,31
ML,7,2017,1,72
NR,3,2015,6,293
AO,5,2015,25,141
LH,1,2017,23,110
KV,9,2015,17,54
KU,7,2017,28,61
BK,11,2017,20,71
PP,4,2016,15,110
CW,6,2015,5,10
WA,5,2016,3,163
MN,11,2017,17,30
DR,4,2016,18,77
MO,11,2017,18,84
AC,8,2015,6,10
CI,8,2016,16,153
BO,12,2016,29,162
GL,1,2017,17,28
CS,6,2017,5,69
SI,6,2016,14,39
LG,8,2015,30,37
FM,5,2015,25,3
AL,6,2016,7,154
SL,5,2017,16,48
VQ,3,2015,4,14
AN,7,2016,11,37
BD,2,2016,2,29
HO,11,2015,30,90
MK,2,2016,11,214
BY,5,2017,18,35
BH,5,2015,29,59
CV,7,2016,22,9
GZ,5,2017,10,23
JE,11,2017,19,68
GG,7,2016,5,52
BL,10,2016,29,134
VQ,6,2015,27,4
SI,7,2017,17,7
AM,9,2017,9,106
DJ,7,2016,31,58
UY,10,2016,8,32
WS,2,2017,17,5
MJ,11,2015,13,1
JE,8,2017,3,118
GG,11,2015,21,25
SI,3,2016,21,58
GA,1,2016,22,53
AR,5,2016,13,276
WA,10,2015,9,316
CD,4,2017,19,36
AN,3,2017,22,1
GY,10,2017,9,39
GL,12,2015,30,22
UV,3,2016,17,217
NR,7,2015,18,17
KV,1,2017,7,56
FJ,5,2017,15,66
PO,7,2017,31,111
PM,7,2015,18,51
BL,4,2015,9,61
AY,6,2016,1,24
KV,5,2015,14,71
BD,10,2016,31,60
RE,6,2015,25,4
ER,8,2016,4,64
RW,11,2016,12,199
VI,10,2017,17,17
BF,11,2017,20,28
CY,4,2017,23,54
MG,11,2015,3,82
MU,3,2015,21,83
GG,5,2017,17,62
WA,8,2017,6,14
CT,11,2015,14,78
ZA,5,2015,12,179
MC,10,2016,6,14
GK,6,2015,23,8
BC,4,2016,10,48
LU,6,2015,7,26
PU,4,2015,15,26
MD,5,2015,1,14
SI,4,2017,15,9
VT,6,2016,27,44
MJ,1,2017,22,6
NC,9,2017,5,8
MD,6,2016,23,37
MD,4,2017,8,67
CT,8,2016,15,105
AO,4,2017,18,45
RE,9,2017,24,4
AU,5,2017,14,65
VC,1,2017,20,9
NU,11,2017,6,47
MI,5,2016,23,117
GI,3,2016,31,24
CB,11,2015,7,178
JM,7,2017,1,173
LT,6,2015,5,27
LH,4,2016,11,25
TW,12,2015,5,83
VT,4,2016,25,29
LO,10,2016,12,36
BH,12,2015,13,65
VC,9,2017,19,25
AL,8,2015,6,60
MJ,10,2015,18,67
ES,9,2015,11,104
BB,3,2016,19,12
TV,12,2016,6,2
LI,2,2017,18,66
BN,8,2015,5,38
UZ,1,2016,31,22
GQ,5,2015,2,42
GV,7,2016,16,18
OC,3,2016,29,18
EZ,11,2016,5,47
MN,5,2015,1,27
TS,6,2016,7,115
GV,2,2017,10,50
HU,5,2015,30,32
LO,11,2016,1,35
CY,5,2016,5,115
BC,6,2016,8,99
GK,8,2015,16,10
IC,8,2016,2,62
GB,12,2015,10,45
CS,10,2015,10,34
PE,10,2015,22,20
TD,6,2017,17,60
MK,5,2016,9,81
NU,9,2015,6,14
RI,8,2016,19,100
BN,1,2017,29,313
GL,3,2015,23,24
MP,4,2015,9,42
BB,5,2015,22,101
LH,12,2015,18,77
MG,3,2015,31,40
LI,10,2017,15,27
RI,11,2016,12,16
JE,10,2017,10,96
KV,3,2017,25,28
VQ,10,2015,28,6
TI,1,2016,15,37
MC,11,2016,18,4
GJ,5,2017,16,9
TV,7,2016,19,12
BP,7,2017,18,28
EK,8,2015,17,6
FG,2,2016,25,4
GT,5,2015,1,96
FK,4,2017,6,6
NG,3,2016,27,51
ER,5,2015,8,56
GV,8,2016,6,24
MR,7,2015,7,34
MZ,4,2017,16,54
NR,1,2016,9,27
MJ,6,2017,14,22
BL,5,2017,29,59
MP,4,2015,28,19
NT,5,2017,30,15
CW,11,2015,21,45
OC,7,2016,8,13
FJ,1,2016,15,54
MN,4,2017,24,6
AY,3,2016,17,11
KT,5,2015,20,3
TD,6,2016,17,106
EZ,11,2017,18,76
BM,2,2017,19,282
PU,12,2015,29,3
MK,5,2017,29,57
AO,3,2017,26,24
ES,3,2015,19,50
BB,8,2015,15,36
TX,1,2016,26,72
MZ,10,2015,18,37
MR,8,2016,10,54
IC,7,2017,16,35
TT,12,2016,2,17
AG,1,2017,14,30
VC,11,2015,8,9
SE,11,2016,1,132
CG,11,2016,23,45
KT,7,2015,16,2
MV,7,2015,8,59
AL,5,2015,5,55
MH,10,2016,17,36
GZ,2,2015,25,62
MK,9,2016,30,33
KZ,8,2017,13,32
GQ,10,2016,9,18
GK,7,2016,17,18
KG,10,2016,31,105
ST,4,2017,6,17
TN,2,2017,6,15
BK,5,2015,21,19
CW,7,2016,5,41
CW,10,2015,5,15
AC,4,2015,20,3
LS,7,2017,16,3
EK,11,2015,28,33
PF,12,2015,15,2
RM,5,2016,4,9
KV,11,2016,16,35
MJ,10,2017,14,34
AY,2,2016,8,30
BT,10,2017,20,37
GV,6,2017,19,56
RW,1,2016,21,237
GA,8,2016,6,20
CT,10,2017,10,96
DO,4,2017,4,1
IC,8,2015,19,62
ER,3,2015,18,17
WA,12,2016,21,91
CS,10,2017,23,29
CY,9,2016,17,54
LG,9,2017,16,49
RI,5,2016,22,100
MV,1,2017,26,26
GG,11,2017,16,84
GQ,12,2016,25,29
PS,4,2017,11,8
VI,1,2016,23,1
WS,12,2015,20,26
MG,12,2015,26,38
MA,5,2016,27,20
BH,11,2015,1,15
SC,6,2015,25,4
RE,8,2016,1,12
WI,9,2017,10,20
RM,10,2016,1,21
PP,3,2017,23,89
CJ,12,2016,21,14
SV,1,2016,27,6
LT,5,2016,31,12
IM,5,2016,4,2
KT,2,2016,24,2
CW,7,2016,4,8
SE,12,2015,21,16
CN,4,2017,7,2
GB,5,2015,26,13
TT,8,2016,16,13
VT,5,2015,24,21
TN,11,2016,26,5
DO,6,2016,30,12
TS,9,2017,6,72
VT,3,2015,18,53
GB,4,2017,15,14
LS,3,2017,14,11
UY,12,2016,25,29
MV,6,2015,11,54
CN,5,2015,17,2
MC,11,2016,8,12
PF,6,2017,7,1
NH,4,2017,22,7
MN,8,2015,8,60
EK,5,2016,26,20
UY,4,2016,4,34
MD,11,2017,16,45
BH,7,2015,19,20
LO,4,2015,19,4
LH,4,2016,9,4
PA,2,2015,22,5
OC,11,2017,20,20
NS,2,2016,10,24
UY,10,2017,2,35
BK,9,2017,1,27
BK,8,2015,26,33
GB,6,2015,18,19
FO,3,2017,22,2
CQ,2,2016,24,6
NR,12,2015,3,12
WZ,8,2017,28,21
GI,6,2017,21,32
NC,10,2016,21,4
GI,3,2016,25,4
LO,2,2016,26,25
TN,2,2017,27,53
MV,3,2015,22,37
RM,11,2016,2,17
GB,6,2016,23,21
NU,7,2016,2,32
TN,11,2015,29,41
LO,2,2016,28,28
GQ,3,2015,28,9
BD,4,2017,8,21
KT,4,2017,19,3
YI,12,2015,15,4
ES,1,2017,27,29
NH,9,2015,19,4
YI,3,2017,1,14
FG,3,2017,4,3
MV,8,2017,10,16
PU,12,2015,3,10
CV,8,2016,12,3
ER,7,2017,15,27
WZ,11,2016,7,2
YI,10,2017,18,28
CW,2,2016,28,3
VC,3,2017,27,12
TN,7,2016,23,29
GG,6,2015,5,34
LH,1,2016,31,11
PG,7,2015,26,7
GV,11,2016,6,5
GG,6,2016,8,77
NS,11,2015,17,3
MA,8,2015,30,13
CW,9,2017,23,4
SI,3,2017,27,12
BH,10,2017,1,17
AQ,8,2015,27,1
NS,7,2015,18,8
ST,7,2017,7,8
AA,6,2017,16,3
VC,3,2015,4,2
KT,1,2016,1,7
YI,4,2016,21,2
LS,9,2017,17,2
WS,8,2017,2,50
TT,2,2015,23,23
TK,8,2016,7,18
GP,5,2017,5,3
CS,8,2015,28,47
MN,6,2017,25,5
MN,11,2017,6,3
IO,5,2015,22,4
PF,10,2015,5,1
RB,3,2015,7,12
GI,3,2016,11,3
FM,11,2017,20,24
TV,2,2017,23,2
MA,2,2015,20,22
PF,7,2015,31,4
WZ,6,2015,16,16
YI,8,2016,29,5
TX,8,2016,14,11
CG,9,2017,3,1
SM,6,2016,14,6
NR,6,2016,7,10
TV,1,2016,28,7
AN,8,2016,19,1
GK,5,2017,25,13
LS,3,2017,30,3
NC,11,2016,8,2
NC,8,2015,20,8
TO,5,2016,22,5
WA,1,2016,31,34
FM,2,2017,9,1
MB,5,2016,25,3
VC,6,2017,22,1
WQ,12,2016,13,4
TT,8,2016,7,2
DO,5,2015,18,3
TT,12,2016,9,7
